DateKey	CenturyKey	YearKey	SemesterKey	TrimesterKey	QuarterKey	MonthKey	ISOWeekKey	Date	Century	Year	Semester	Trimester	Quarter	Month	ISOWeek	DateNumber	CenturyNumber	YearNumber	SemesterNumber	TrimesterNumber	QuarterNumber	MonthNumber	ISOWeekNumber	DayOfYearNumber	DayOfMonthNumber	DayOfWeekMonthOccurrenceNumber	DayOfWeekNumber	UnixTimestamp	DateShortName	DateLongName	DateMilitary	CenturyName	YearName	SemesterName	TrimesterName	QuarterName	MonthName	DayOfYearName	DayOfMonthName	DayOfWeekMonthOccurrenceName	DayOfWeekName	SemesterAbbreviated	TrimesterAbbreviated	QuarterAbbreviated	MonthAbbreviation	DayOfWeekMonthOccurrenceAbbreviated	DayOfWeekAbbreviated	YearSemesterAbbreviated	YearTrimesterAbbreviated	YearQuarterAbbreviated	YearMonthAbbreviation	YearDayOfYearAbbreviated	YearSemesterName	YearTrimesterName	YearQuarterName	YearMonthName	ISOWeekName	ISOWeekDay	WeekSegmentName
20040101	20010101	20040101	20040101	20040101	20040101	20040101	20031229	2004-01-01	2001-01-01	2004-01-01	2004-01-01	2004-01-01	2004-01-01	2004-01-01	2003-12-29	20040101	21	2004	1	1	1	1	1	1	1	1	4	1072915200	2004-01-01	January 1st, 2004	01 JAN 2004	Twenty-First	2004-01-01	First	First	First	January	001	1st	First Thursday	Thursday	S1	T1	Q1	Jan	1st Thu	Thu	2004-S1	2004-T1	2004-Q1	2004-01 (Jan)	2004-001	2004-First Semester	2004-First Trimester	2004-First Quarter	2004-01 (January)	2003-W01	2003-W-4	Weekday
20040201	20010101	20040101	20040101	20040101	20040101	20040201	20040126	2004-02-01	2001-01-01	2004-01-01	2004-01-01	2004-01-01	2004-01-01	2004-02-01	2004-01-26	20040201	21	2004	1	1	1	2	5	32	1	1	7	1075593600	2004-02-01	February 1st, 2004	01 FEB 2004	Twenty-First	2004-01-01	First	First	First	February	032	1st	First Sunday	Sunday	S1	T1	Q1	Feb	1st Sun	Sun	2004-S1	2004-T1	2004-Q1	2004-02 (Feb)	2004-032	2004-First Semester	2004-First Trimester	2004-First Quarter	2004-02 (February)	2004-W05	2004-W-7	Weekend
20040301	20010101	20040101	20040101	20040101	20040101	20040301	20040301	2004-03-01	2001-01-01	2004-01-01	2004-01-01	2004-01-01	2004-01-01	2004-03-01	2004-03-01	20040301	21	2004	1	1	1	3	10	61	1	1	1	1078099200	2004-03-01	March 1st, 2004	01 MAR 2004	Twenty-First	2004-01-01	First	First	First	March	061	1st	First Monday	Monday	S1	T1	Q1	Mar	1st Mon	Mon	2004-S1	2004-T1	2004-Q1	2004-03 (Mar)	2004-061	2004-First Semester	2004-First Trimester	2004-First Quarter	2004-03 (March)	2004-W10	2004-W-1	Weekday
20040401	20010101	20040101	20040101	20040101	20040401	20040401	20040329	2004-04-01	2001-01-01	2004-01-01	2004-01-01	2004-01-01	2004-04-01	2004-04-01	2004-03-29	20040401	21	2004	1	1	2	4	14	92	1	1	4	1080777600	2004-04-01	April 1st, 2004	01 APR 2004	Twenty-First	2004-01-01	First	First	Second	April	092	1st	First Thursday	Thursday	S1	T1	Q2	Apr	1st Thu	Thu	2004-S1	2004-T1	2004-Q2	2004-04 (Apr)	2004-092	2004-First Semester	2004-First Trimester	2004-Second Quarter	2004-04 (April)	2004-W14	2004-W-4	Weekday
20040501	20010101	20040101	20040101	20040501	20040401	20040501	20040426	2004-05-01	2001-01-01	2004-01-01	2004-01-01	2004-05-01	2004-04-01	2004-05-01	2004-04-26	20040501	21	2004	1	2	2	5	18	122	1	1	6	1083369600	2004-05-01	May 1st, 2004	01 MAY 2004	Twenty-First	2004-01-01	First	Second	Second	May	122	1st	First Saturday	Saturday	S1	T1	Q2	May	1st Sat	Sat	2004-S1	2004-T1	2004-Q2	2004-05 (May)	2004-122	2004-First Semester	2004-Second Trimester	2004-Second Quarter	2004-05 (May)	2004-W18	2004-W-6	Weekend
20040601	20010101	20040101	20040101	20040501	20040401	20040601	20040531	2004-06-01	2001-01-01	2004-01-01	2004-01-01	2004-05-01	2004-04-01	2004-06-01	2004-05-31	20040601	21	2004	1	2	2	6	23	153	1	1	2	1086048000	2004-06-01	June 1st, 2004	01 JUN 2004	Twenty-First	2004-01-01	First	Second	Second	June	153	1st	First Tuesday	Tuesday	S1	T1	Q2	Jun	1st Tue	Tue	2004-S1	2004-T1	2004-Q2	2004-06 (Jun)	2004-153	2004-First Semester	2004-Second Trimester	2004-Second Quarter	2004-06 (June)	2004-W23	2004-W-2	Weekday
20040701	20010101	20040101	20040701	20040501	20040601	20040701	20040628	2004-07-01	2001-01-01	2004-01-01	2004-07-01	2004-05-01	2004-06-01	2004-07-01	2004-06-28	20040701	21	2004	2	2	3	7	27	183	1	1	4	1088640000	2004-07-01	July 1st, 2004	01 JUL 2004	Twenty-First	2004-01-01	Second	Second	Third	July	183	1st	First Thursday	Thursday	S2	T2	Q3	Jul	1st Thu	Thu	2004-S2	2004-T2	2004-Q3	2004-07 (Jul)	2004-183	2004-Second Semester	2004-Second Trimester	2004-Third Quarter	2004-07 (July)	2004-W27	2004-W-4	Weekday
20040801	20010101	20040101	20040701	20040501	20040601	20040801	20040726	2004-08-01	2001-01-01	2004-01-01	2004-07-01	2004-05-01	2004-06-01	2004-08-01	2004-07-26	20040801	21	2004	2	2	3	8	31	214	1	1	7	1091318400	2004-08-01	August 1st, 2004	01 AUG 2004	Twenty-First	2004-01-01	Second	Second	Third	August	214	1st	First Sunday	Sunday	S2	T2	Q3	Aug	1st Sun	Sun	2004-S2	2004-T2	2004-Q3	2004-08 (Aug)	2004-214	2004-Second Semester	2004-Second Trimester	2004-Third Quarter	2004-08 (August)	2004-W31	2004-W-7	Weekend
20040901	20010101	20040101	20040701	20040901	20040601	20040901	20040830	2004-09-01	2001-01-01	2004-01-01	2004-07-01	2004-09-01	2004-06-01	2004-09-01	2004-08-30	20040901	21	2004	2	3	3	9	36	245	1	1	3	1093996800	2004-09-01	September 1st, 2004	01 SEP 2004	Twenty-First	2004-01-01	Second	Third	Third	September	245	1st	First Wednesday	Wednesday	S2	T2	Q3	Sep	1st Wed	Wed	2004-S2	2004-T2	2004-Q3	2004-09 (Sep)	2004-245	2004-Second Semester	2004-Third Trimester	2004-Third Quarter	2004-09 (September)	2004-W36	2004-W-3	Weekday
20041001	20010101	20040101	20040701	20040901	20041001	20041001	20040927	2004-10-01	2001-01-01	2004-01-01	2004-07-01	2004-09-01	2004-10-01	2004-10-01	2004-09-27	20041001	21	2004	2	3	4	10	40	275	1	1	5	1096588800	2004-10-01	October 1st, 2004	01 OCT 2004	Twenty-First	2004-01-01	Second	Third	Forth	October	275	1st	First Friday	Friday	S2	T2	Q4	Oct	1st Fri	Fri	2004-S2	2004-T2	2004-Q4	2004-10 (Oct)	2004-275	2004-Second Semester	2004-Third Trimester	2004-Forth Quarter	2004-10 (October)	2004-W40	2004-W-5	Weekday
