Time	TimeKey	TimeNumber	TimeName	Hour	HourKey	HourNumber	HourName	HalfHour	HalfHourKey	HalfHourNumber	HalfHourName	QuarterHour	QuarterHourKey	QuarterHourNumber	QuarterHourName	Minute	MinuteKey	MinuteNumber	MinuteName	TimeOfDay	TimeOfDayKey	TimeOfDayNumber	TimeOfDayName	SubTimeOfDay	SubTimeOfDayKey	SubTimeOfDayNumber	SubTimeOfDayName
07:00:00	70000	70000	07:00:00	07:00:00	70000	7	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	0	07:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
07:00:01	70001	70001	07:00:01	07:00:00	70000	7	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	0	07:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
07:00:02	70002	70002	07:00:02	07:00:00	70000	7	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	0	07:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
07:00:03	70003	70003	07:00:03	07:00:00	70000	7	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	0	07:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
07:00:04	70004	70004	07:00:04	07:00:00	70000	7	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	0	07:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
07:00:05	70005	70005	07:00:05	07:00:00	70000	7	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	0	07:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
07:00:06	70006	70006	07:00:06	07:00:00	70000	7	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	0	07:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
07:00:07	70007	70007	07:00:07	07:00:00	70000	7	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	0	07:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
07:00:08	70008	70008	07:00:08	07:00:00	70000	7	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	0	07:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
07:00:09	70009	70009	07:00:09	07:00:00	70000	7	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	0	07:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
07:00:10	70010	70010	07:00:10	07:00:00	70000	7	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	0	07:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
07:00:11	70011	70011	07:00:11	07:00:00	70000	7	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	0	07:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
07:00:12	70012	70012	07:00:12	07:00:00	70000	7	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	0	07:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
07:00:13	70013	70013	07:00:13	07:00:00	70000	7	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	0	07:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
07:00:14	70014	70014	07:00:14	07:00:00	70000	7	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	0	07:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
07:00:15	70015	70015	07:00:15	07:00:00	70000	7	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	0	07:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
07:00:16	70016	70016	07:00:16	07:00:00	70000	7	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	1	07:00:00	07:00:00	70000	0	07:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
