Time	TimeKey	TimeNumber	TimeName	Hour	HourKey	HourNumber	HourName	HalfHour	HalfHourKey	HalfHourNumber	HalfHourName	QuarterHour	QuarterHourKey	QuarterHourNumber	QuarterHourName	Minute	MinuteKey	MinuteNumber	MinuteName	TimeOfDay	TimeOfDayKey	TimeOfDayNumber	TimeOfDayName	SubTimeOfDay	SubTimeOfDayKey	SubTimeOfDayNumber	SubTimeOfDayName
05:00:00	50000	50000	05:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	0	05:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
05:00:01	50001	50001	05:00:01	05:00:00	50000	5	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	0	05:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
05:00:02	50002	50002	05:00:02	05:00:00	50000	5	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	0	05:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
05:00:03	50003	50003	05:00:03	05:00:00	50000	5	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	0	05:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
05:00:04	50004	50004	05:00:04	05:00:00	50000	5	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	0	05:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
05:00:05	50005	50005	05:00:05	05:00:00	50000	5	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	0	05:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
05:00:06	50006	50006	05:00:06	05:00:00	50000	5	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	0	05:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
05:00:07	50007	50007	05:00:07	05:00:00	50000	5	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	0	05:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
05:00:08	50008	50008	05:00:08	05:00:00	50000	5	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	0	05:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
05:00:09	50009	50009	05:00:09	05:00:00	50000	5	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	0	05:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
05:00:10	50010	50010	05:00:10	05:00:00	50000	5	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	0	05:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
05:00:11	50011	50011	05:00:11	05:00:00	50000	5	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	1	05:00:00	05:00:00	50000	0	05:00:00	05:00:00	50000	5	05:00:00	05:00:00	50000	2	05:00:00
