Time	TimeKey	TimeNumber	TimeName	Hour	HourKey	HourNumber	HourName	HalfHour	HalfHourKey	HalfHourNumber	HalfHourName	QuarterHour	QuarterHourKey	QuarterHourNumber	QuarterHourName	Minute	MinuteKey	MinuteNumber	MinuteName	TimeOfDay	TimeOfDayKey	TimeOfDayNumber	TimeOfDayName	SubTimeOfDay	SubTimeOfDayKey	SubTimeOfDayNumber	SubTimeOfDayName
22:00:00	220000	220000	22:00:00	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:01	220001	220001	22:00:01	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:02	220002	220002	22:00:02	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:03	220003	220003	22:00:03	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:04	220004	220004	22:00:04	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:05	220005	220005	22:00:05	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:06	220006	220006	22:00:06	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:07	220007	220007	22:00:07	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:08	220008	220008	22:00:08	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:09	220009	220009	22:00:09	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:10	220010	220010	22:00:10	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:11	220011	220011	22:00:11	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:12	220012	220012	22:00:12	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:13	220013	220013	22:00:13	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:14	220014	220014	22:00:14	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:15	220015	220015	22:00:15	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:16	220016	220016	22:00:16	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:17	220017	220017	22:00:17	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:18	220018	220018	22:00:18	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:19	220019	220019	22:00:19	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:20	220020	220020	22:00:20	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:21	220021	220021	22:00:21	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
22:00:22	220022	220022	22:00:22	22:00:00	220000	22	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	1	22:00:00	22:00:00	220000	0	22:00:00	18:00:00	180000	18	18:00:00	20:00:00	200000	7	20:00:00
