Time	TimeKey	TimeNumber	TimeName	Hour	HourKey	HourNumber	HourName	HalfHour	HalfHourKey	HalfHourNumber	HalfHourName	QuarterHour	QuarterHourKey	QuarterHourNumber	QuarterHourName	Minute	MinuteKey	MinuteNumber	MinuteName	TimeOfDay	TimeOfDayKey	TimeOfDayNumber	TimeOfDayName	SubTimeOfDay	SubTimeOfDayKey	SubTimeOfDayNumber	SubTimeOfDayName
12:00:00	120000	120000	12:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	0	12:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
12:00:01	120001	120001	12:00:01	12:00:00	120000	12	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	0	12:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
12:00:02	120002	120002	12:00:02	12:00:00	120000	12	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	0	12:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
12:00:03	120003	120003	12:00:03	12:00:00	120000	12	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	0	12:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
12:00:04	120004	120004	12:00:04	12:00:00	120000	12	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	0	12:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
12:00:05	120005	120005	12:00:05	12:00:00	120000	12	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	0	12:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
12:00:06	120006	120006	12:00:06	12:00:00	120000	12	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	0	12:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
12:00:07	120007	120007	12:00:07	12:00:00	120000	12	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	0	12:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
12:00:08	120008	120008	12:00:08	12:00:00	120000	12	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	0	12:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
12:00:09	120009	120009	12:00:09	12:00:00	120000	12	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	0	12:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
12:00:10	120010	120010	12:00:10	12:00:00	120000	12	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	0	12:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
12:00:11	120011	120011	12:00:11	12:00:00	120000	12	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	0	12:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
12:00:12	120012	120012	12:00:12	12:00:00	120000	12	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	1	12:00:00	12:00:00	120000	0	12:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
