Time	TimeKey	TimeNumber	TimeName	Hour	HourKey	HourNumber	HourName	HalfHour	HalfHourKey	HalfHourNumber	HalfHourName	QuarterHour	QuarterHourKey	QuarterHourNumber	QuarterHourName	Minute	MinuteKey	MinuteNumber	MinuteName	TimeOfDay	TimeOfDayKey	TimeOfDayNumber	TimeOfDayName	SubTimeOfDay	SubTimeOfDayKey	SubTimeOfDayNumber	SubTimeOfDayName
13:00:00	130000	130000	13:00:00	13:00:00	130000	13	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	0	13:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
13:00:01	130001	130001	13:00:01	13:00:00	130000	13	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	0	13:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
13:00:02	130002	130002	13:00:02	13:00:00	130000	13	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	0	13:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
13:00:03	130003	130003	13:00:03	13:00:00	130000	13	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	0	13:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
13:00:04	130004	130004	13:00:04	13:00:00	130000	13	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	0	13:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
13:00:05	130005	130005	13:00:05	13:00:00	130000	13	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	0	13:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
13:00:06	130006	130006	13:00:06	13:00:00	130000	13	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	0	13:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
13:00:07	130007	130007	13:00:07	13:00:00	130000	13	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	0	13:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
13:00:08	130008	130008	13:00:08	13:00:00	130000	13	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	0	13:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
13:00:09	130009	130009	13:00:09	13:00:00	130000	13	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	0	13:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
13:00:10	130010	130010	13:00:10	13:00:00	130000	13	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	0	13:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
13:00:11	130011	130011	13:00:11	13:00:00	130000	13	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	0	13:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
13:00:12	130012	130012	13:00:12	13:00:00	130000	13	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	0	13:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
13:00:13	130013	130013	13:00:13	13:00:00	130000	13	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	0	13:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
13:00:14	130014	130014	13:00:14	13:00:00	130000	13	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	0	13:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
13:00:15	130015	130015	13:00:15	13:00:00	130000	13	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	0	13:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
13:00:16	130016	130016	13:00:16	13:00:00	130000	13	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	0	13:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
13:00:17	130017	130017	13:00:17	13:00:00	130000	13	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	0	13:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
13:00:18	130018	130018	13:00:18	13:00:00	130000	13	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	1	13:00:00	13:00:00	130000	0	13:00:00	12:00:00	120000	12	12:00:00	12:00:00	120000	4	12:00:00
