Time	TimeKey	TimeNumber	TimeName	Hour	HourKey	HourNumber	HourName	HalfHour	HalfHourKey	HalfHourNumber	HalfHourName	QuarterHour	QuarterHourKey	QuarterHourNumber	QuarterHourName	Minute	MinuteKey	MinuteNumber	MinuteName	TimeOfDay	TimeOfDayKey	TimeOfDayNumber	TimeOfDayName	SubTimeOfDay	SubTimeOfDayKey	SubTimeOfDayNumber	SubTimeOfDayName
01:00:00	10000	10000	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:01	10001	10001	01:00:01	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:02	10002	10002	01:00:02	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:03	10003	10003	01:00:03	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:04	10004	10004	01:00:04	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:05	10005	10005	01:00:05	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:06	10006	10006	01:00:06	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:07	10007	10007	01:00:07	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:08	10008	10008	01:00:08	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:09	10009	10009	01:00:09	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:10	10010	10010	01:00:10	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:11	10011	10011	01:00:11	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:12	10012	10012	01:00:12	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:13	10013	10013	01:00:13	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:14	10014	10014	01:00:14	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:15	10015	10015	01:00:15	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:16	10016	10016	01:00:16	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:17	10017	10017	01:00:17	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:18	10018	10018	01:00:18	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:19	10019	10019	01:00:19	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:20	10020	10020	01:00:20	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:21	10021	10021	01:00:21	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:22	10022	10022	01:00:22	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:23	10023	10023	01:00:23	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:24	10024	10024	01:00:24	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:25	10025	10025	01:00:25	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:26	10026	10026	01:00:26	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:27	10027	10027	01:00:27	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:28	10028	10028	01:00:28	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:29	10029	10029	01:00:29	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:30	10030	10030	01:00:30	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:31	10031	10031	01:00:31	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:32	10032	10032	01:00:32	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:33	10033	10033	01:00:33	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:34	10034	10034	01:00:34	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:35	10035	10035	01:00:35	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:36	10036	10036	01:00:36	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:37	10037	10037	01:00:37	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:38	10038	10038	01:00:38	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:39	10039	10039	01:00:39	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:40	10040	10040	01:00:40	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:41	10041	10041	01:00:41	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:42	10042	10042	01:00:42	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:43	10043	10043	01:00:43	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:44	10044	10044	01:00:44	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:45	10045	10045	01:00:45	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:46	10046	10046	01:00:46	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:47	10047	10047	01:00:47	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:48	10048	10048	01:00:48	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:49	10049	10049	01:00:49	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
01:00:50	10050	10050	01:00:50	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	1	01:00:00	01:00:00	10000	0	01:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
