Time	TimeKey	TimeNumber	TimeName	Hour	HourKey	HourNumber	HourName	HalfHour	HalfHourKey	HalfHourNumber	HalfHourName	QuarterHour	QuarterHourKey	QuarterHourNumber	QuarterHourName	Minute	MinuteKey	MinuteNumber	MinuteName	TimeOfDay	TimeOfDayKey	TimeOfDayNumber	TimeOfDayName	SubTimeOfDay	SubTimeOfDayKey	SubTimeOfDayNumber	SubTimeOfDayName
03:00:00	30000	30000	03:00:00	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:01	30001	30001	03:00:01	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:02	30002	30002	03:00:02	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:03	30003	30003	03:00:03	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:04	30004	30004	03:00:04	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:05	30005	30005	03:00:05	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:06	30006	30006	03:00:06	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:07	30007	30007	03:00:07	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:08	30008	30008	03:00:08	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:09	30009	30009	03:00:09	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:10	30010	30010	03:00:10	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:11	30011	30011	03:00:11	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:12	30012	30012	03:00:12	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:13	30013	30013	03:00:13	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:14	30014	30014	03:00:14	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:15	30015	30015	03:00:15	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:16	30016	30016	03:00:16	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:17	30017	30017	03:00:17	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:18	30018	30018	03:00:18	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:19	30019	30019	03:00:19	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:20	30020	30020	03:00:20	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:21	30021	30021	03:00:21	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:22	30022	30022	03:00:22	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:23	30023	30023	03:00:23	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:24	30024	30024	03:00:24	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:25	30025	30025	03:00:25	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:26	30026	30026	03:00:26	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:27	30027	30027	03:00:27	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:28	30028	30028	03:00:28	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:29	30029	30029	03:00:29	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:30	30030	30030	03:00:30	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:31	30031	30031	03:00:31	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:32	30032	30032	03:00:32	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:33	30033	30033	03:00:33	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:34	30034	30034	03:00:34	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:35	30035	30035	03:00:35	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:36	30036	30036	03:00:36	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:37	30037	30037	03:00:37	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:38	30038	30038	03:00:38	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:39	30039	30039	03:00:39	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:40	30040	30040	03:00:40	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:41	30041	30041	03:00:41	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:42	30042	30042	03:00:42	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:43	30043	30043	03:00:43	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:44	30044	30044	03:00:44	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:45	30045	30045	03:00:45	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:46	30046	30046	03:00:46	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:47	30047	30047	03:00:47	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:48	30048	30048	03:00:48	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:49	30049	30049	03:00:49	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
03:00:50	30050	30050	03:00:50	03:00:00	30000	3	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	1	03:00:00	03:00:00	30000	0	03:00:00	00:00:00	0	0	00:00:00	00:00:00	0	1	00:00:00
