DateKey	CenturyKey	YearKey	SemesterKey	TrimesterKey	QuarterKey	MonthKey	ISOWeekKey	Date	Century	Year	Semester	Trimester	Quarter	Month	ISOWeek	DateNumber	CenturyNumber	YearNumber	SemesterNumber	TrimesterNumber	QuarterNumber	MonthNumber	ISOWeekNumber	DayOfYearNumber	DayOfMonthNumber	DayOfWeekMonthOccurrenceNumber	DayOfWeekNumber	UnixTimestamp	DateShortName	DateLongName	DateMilitary	CenturyName	YearName	SemesterName	TrimesterName	QuarterName	MonthName	DayOfYearName	DayOfMonthName	DayOfWeekMonthOccurrenceName	DayOfWeekName	SemesterAbbreviated	TrimesterAbbreviated	QuarterAbbreviated	MonthAbbreviation	DayOfWeekMonthOccurrenceAbbreviated	DayOfWeekAbbreviated	YearSemesterAbbreviated	YearTrimesterAbbreviated	YearQuarterAbbreviated	YearMonthAbbreviation	YearDayOfYearAbbreviated	YearSemesterName	YearTrimesterName	YearQuarterName	YearMonthName	ISOWeekName	ISOWeekDay	WeekSegmentName
8330101	8010101	8330101	8330101	8330101	8330101	8330101	8321227	0833-01-01	0801-01-01	0833-01-01	0833-01-01	0833-01-01	0833-01-01	0833-01-01	0832-12-27	8330101	9	833	1	1	1	1	53	1	1	1	6	-35880192000	0833-01-01	January 1st, 0833	01 JAN 0833	Nineth	0833-01-01	First	First	First	January	001	1st	First Saturday	Saturday	S1	T1	Q1	Jan	1st Sat	Sat	0833-S1	0833-T1	0833-Q1	0833-01 (Jan)	0833-001	0833-First Semester	0833-First Trimester	0833-First Quarter	0833-01 (January)	0832-W53	0832-W-6	Weekend
8330201	8010101	8330101	8330101	8330101	8330101	8330201	8330131	0833-02-01	0801-01-01	0833-01-01	0833-01-01	0833-01-01	0833-01-01	0833-02-01	0833-01-31	8330201	9	833	1	1	1	2	5	32	1	1	2	-35877513600	0833-02-01	February 1st, 0833	01 FEB 0833	Nineth	0833-01-01	First	First	First	February	032	1st	First Tuesday	Tuesday	S1	T1	Q1	Feb	1st Tue	Tue	0833-S1	0833-T1	0833-Q1	0833-02 (Feb)	0833-032	0833-First Semester	0833-First Trimester	0833-First Quarter	0833-02 (February)	0833-W05	0833-W-2	Weekday
8330301	8010101	8330101	8330101	8330101	8330101	8330301	8330228	0833-03-01	0801-01-01	0833-01-01	0833-01-01	0833-01-01	0833-01-01	0833-03-01	0833-02-28	8330301	9	833	1	1	1	3	9	60	1	1	2	-35875094400	0833-03-01	March 1st, 0833	01 MAR 0833	Nineth	0833-01-01	First	First	First	March	060	1st	First Tuesday	Tuesday	S1	T1	Q1	Mar	1st Tue	Tue	0833-S1	0833-T1	0833-Q1	0833-03 (Mar)	0833-060	0833-First Semester	0833-First Trimester	0833-First Quarter	0833-03 (March)	0833-W09	0833-W-2	Weekday
8330401	8010101	8330101	8330101	8330101	8330401	8330401	8330328	0833-04-01	0801-01-01	0833-01-01	0833-01-01	0833-01-01	0833-04-01	0833-04-01	0833-03-28	8330401	9	833	1	1	2	4	13	91	1	1	5	-35872416000	0833-04-01	April 1st, 0833	01 APR 0833	Nineth	0833-01-01	First	First	Second	April	091	1st	First Friday	Friday	S1	T1	Q2	Apr	1st Fri	Fri	0833-S1	0833-T1	0833-Q2	0833-04 (Apr)	0833-091	0833-First Semester	0833-First Trimester	0833-Second Quarter	0833-04 (April)	0833-W13	0833-W-5	Weekday
8330501	8010101	8330101	8330101	8330501	8330401	8330501	8330425	0833-05-01	0801-01-01	0833-01-01	0833-01-01	0833-05-01	0833-04-01	0833-05-01	0833-04-25	8330501	9	833	1	2	2	5	17	121	1	1	7	-35869824000	0833-05-01	May 1st, 0833	01 MAY 0833	Nineth	0833-01-01	First	Second	Second	May	121	1st	First Sunday	Sunday	S1	T1	Q2	May	1st Sun	Sun	0833-S1	0833-T1	0833-Q2	0833-05 (May)	0833-121	0833-First Semester	0833-Second Trimester	0833-Second Quarter	0833-05 (May)	0833-W17	0833-W-7	Weekend
8330601	8010101	8330101	8330101	8330501	8330401	8330601	8330530	0833-06-01	0801-01-01	0833-01-01	0833-01-01	0833-05-01	0833-04-01	0833-06-01	0833-05-30	8330601	9	833	1	2	2	6	22	152	1	1	3	-35867145600	0833-06-01	June 1st, 0833	01 JUN 0833	Nineth	0833-01-01	First	Second	Second	June	152	1st	First Wednesday	Wednesday	S1	T1	Q2	Jun	1st Wed	Wed	0833-S1	0833-T1	0833-Q2	0833-06 (Jun)	0833-152	0833-First Semester	0833-Second Trimester	0833-Second Quarter	0833-06 (June)	0833-W22	0833-W-3	Weekday
8330701	8010101	8330101	8330701	8330501	8330601	8330701	8330627	0833-07-01	0801-01-01	0833-01-01	0833-07-01	0833-05-01	0833-06-01	0833-07-01	0833-06-27	8330701	9	833	2	2	3	7	26	182	1	1	5	-35864553600	0833-07-01	July 1st, 0833	01 JUL 0833	Nineth	0833-01-01	Second	Second	Third	July	182	1st	First Friday	Friday	S2	T2	Q3	Jul	1st Fri	Fri	0833-S2	0833-T2	0833-Q3	0833-07 (Jul)	0833-182	0833-Second Semester	0833-Second Trimester	0833-Third Quarter	0833-07 (July)	0833-W26	0833-W-5	Weekday
8330801	8010101	8330101	8330701	8330501	8330601	8330801	8330801	0833-08-01	0801-01-01	0833-01-01	0833-07-01	0833-05-01	0833-06-01	0833-08-01	0833-08-01	8330801	9	833	2	2	3	8	31	213	1	1	1	-35861875200	0833-08-01	August 1st, 0833	01 AUG 0833	Nineth	0833-01-01	Second	Second	Third	August	213	1st	First Monday	Monday	S2	T2	Q3	Aug	1st Mon	Mon	0833-S2	0833-T2	0833-Q3	0833-08 (Aug)	0833-213	0833-Second Semester	0833-Second Trimester	0833-Third Quarter	0833-08 (August)	0833-W31	0833-W-1	Weekday
8330901	8010101	8330101	8330701	8330901	8330601	8330901	8330829	0833-09-01	0801-01-01	0833-01-01	0833-07-01	0833-09-01	0833-06-01	0833-09-01	0833-08-29	8330901	9	833	2	3	3	9	35	244	1	1	4	-35859196800	0833-09-01	September 1st, 0833	01 SEP 0833	Nineth	0833-01-01	Second	Third	Third	September	244	1st	First Thursday	Thursday	S2	T2	Q3	Sep	1st Thu	Thu	0833-S2	0833-T2	0833-Q3	0833-09 (Sep)	0833-244	0833-Second Semester	0833-Third Trimester	0833-Third Quarter	0833-09 (September)	0833-W35	0833-W-4	Weekday
8331001	8010101	8330101	8330701	8330901	8331001	8331001	8330926	0833-10-01	0801-01-01	0833-01-01	0833-07-01	0833-09-01	0833-10-01	0833-10-01	0833-09-26	8331001	9	833	2	3	4	10	39	274	1	1	6	-35856604800	0833-10-01	October 1st, 0833	01 OCT 0833	Nineth	0833-01-01	Second	Third	Forth	October	274	1st	First Saturday	Saturday	S2	T2	Q4	Oct	1st Sat	Sat	0833-S2	0833-T2	0833-Q4	0833-10 (Oct)	0833-274	0833-Second Semester	0833-Third Trimester	0833-Forth Quarter	0833-10 (October)	0833-W39	0833-W-6	Weekend
