Date	DateKey	DateNumber	DateName	Century	CenturyKey	CenturyNumber	CenturyName	Year	YearKey	YearNumber	YearName	Semester	SemesterKey	SemesterNumber	SemesterName	Trimester	TrimesterKey	TrimesterNumber	TrimesterName	Quarter	QuarterKey	QuarterNumber	QuarterName	Month	MonthKey	MonthNumber	MonthName	ISOWeek	ISOWeekKey	ISOWeekNumber	ISOWeekName	DayOfWeekName	DayOfYearName	DayOfMonthName
0904-01-01	9040101	9040101	0904-01-01	0901-01-01	9010101	10	10th	0904-01-01	9040101	904	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0903-12-31	9031231	1	0903-W01	Tuesday	001	01
0904-01-02	9040102	9040102	0904-01-02	0901-01-01	9010101	10	10th	0904-01-01	9040101	904	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0903-12-31	9031231	1	0903-W01	Wednesday	002	02
0904-01-03	9040103	9040103	0904-01-03	0901-01-01	9010101	10	10th	0904-01-01	9040101	904	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0903-12-31	9031231	1	0903-W01	Thursday	003	03
0904-01-04	9040104	9040104	0904-01-04	0901-01-01	9010101	10	10th	0904-01-01	9040101	904	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0903-12-31	9031231	1	0903-W01	Friday	004	04
0904-01-05	9040105	9040105	0904-01-05	0901-01-01	9010101	10	10th	0904-01-01	9040101	904	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0903-12-31	9031231	1	0903-W01	Saturday	005	05
0904-01-06	9040106	9040106	0904-01-06	0901-01-01	9010101	10	10th	0904-01-01	9040101	904	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0903-12-31	9031231	1	0903-W01	Sunday	006	06
0904-01-07	9040107	9040107	0904-01-07	0901-01-01	9010101	10	10th	0904-01-01	9040101	904	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-07	9040107	2	0904-W02	Monday	007	07
0904-01-08	9040108	9040108	0904-01-08	0901-01-01	9010101	10	10th	0904-01-01	9040101	904	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-07	9040107	2	0904-W02	Tuesday	008	08
0904-01-09	9040109	9040109	0904-01-09	0901-01-01	9010101	10	10th	0904-01-01	9040101	904	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-07	9040107	2	0904-W02	Wednesday	009	09
0904-01-10	9040110	9040110	0904-01-10	0901-01-01	9010101	10	10th	0904-01-01	9040101	904	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-07	9040107	2	0904-W02	Thursday	010	10
0904-01-11	9040111	9040111	0904-01-11	0901-01-01	9010101	10	10th	0904-01-01	9040101	904	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-07	9040107	2	0904-W02	Friday	011	11
0904-01-12	9040112	9040112	0904-01-12	0901-01-01	9010101	10	10th	0904-01-01	9040101	904	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-07	9040107	2	0904-W02	Saturday	012	12
0904-01-13	9040113	9040113	0904-01-13	0901-01-01	9010101	10	10th	0904-01-01	9040101	904	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-07	9040107	2	0904-W02	Sunday	013	13
0904-01-14	9040114	9040114	0904-01-14	0901-01-01	9010101	10	10th	0904-01-01	9040101	904	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-14	9040114	3	0904-W03	Monday	014	14
0904-01-15	9040115	9040115	0904-01-15	0901-01-01	9010101	10	10th	0904-01-01	9040101	904	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-14	9040114	3	0904-W03	Tuesday	015	15
0904-01-16	9040116	9040116	0904-01-16	0901-01-01	9010101	10	10th	0904-01-01	9040101	904	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-01	9040101	1	0904-01-01	0904-01-14	9040114	3	0904-W03	Wednesday	016	16
