Date	DateKey	DateNumber	DateName	Century	CenturyKey	CenturyNumber	CenturyName	Year	YearKey	YearNumber	YearName	Semester	SemesterKey	SemesterNumber	SemesterName	Trimester	TrimesterKey	TrimesterNumber	TrimesterName	Quarter	QuarterKey	QuarterNumber	QuarterName	Month	MonthKey	MonthNumber	MonthName	ISOWeek	ISOWeekKey	ISOWeekNumber	ISOWeekName	DayOfWeekName	DayOfYearName	DayOfMonthName
1684-01-01	16840101	16840101	1684-01-01	1601-01-01	16010101	17	17th	1684-01-01	16840101	1684	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1683-12-27	16831227	52	1683-W52	Saturday	001	01
1684-01-02	16840102	16840102	1684-01-02	1601-01-01	16010101	17	17th	1684-01-01	16840101	1684	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1683-12-27	16831227	52	1683-W52	Sunday	002	02
1684-01-03	16840103	16840103	1684-01-03	1601-01-01	16010101	17	17th	1684-01-01	16840101	1684	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-03	16840103	1	1684-W01	Monday	003	03
1684-01-04	16840104	16840104	1684-01-04	1601-01-01	16010101	17	17th	1684-01-01	16840101	1684	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-03	16840103	1	1684-W01	Tuesday	004	04
1684-01-05	16840105	16840105	1684-01-05	1601-01-01	16010101	17	17th	1684-01-01	16840101	1684	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-03	16840103	1	1684-W01	Wednesday	005	05
1684-01-06	16840106	16840106	1684-01-06	1601-01-01	16010101	17	17th	1684-01-01	16840101	1684	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-03	16840103	1	1684-W01	Thursday	006	06
1684-01-07	16840107	16840107	1684-01-07	1601-01-01	16010101	17	17th	1684-01-01	16840101	1684	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-03	16840103	1	1684-W01	Friday	007	07
1684-01-08	16840108	16840108	1684-01-08	1601-01-01	16010101	17	17th	1684-01-01	16840101	1684	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-03	16840103	1	1684-W01	Saturday	008	08
1684-01-09	16840109	16840109	1684-01-09	1601-01-01	16010101	17	17th	1684-01-01	16840101	1684	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-03	16840103	1	1684-W01	Sunday	009	09
1684-01-10	16840110	16840110	1684-01-10	1601-01-01	16010101	17	17th	1684-01-01	16840101	1684	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-01	16840101	1	1684-01-01	1684-01-10	16840110	2	1684-W02	Monday	010	10
