DateKey	CenturyKey	YearKey	SemesterKey	TrimesterKey	QuarterKey	MonthKey	ISOWeekKey	Date	Century	Year	Semester	Trimester	Quarter	Month	ISOWeek	DateNumber	CenturyNumber	YearNumber	SemesterNumber	TrimesterNumber	QuarterNumber	MonthNumber	ISOWeekNumber	DayOfYearNumber	DayOfMonthNumber	DayOfWeekMonthOccurrenceNumber	DayOfWeekNumber	UnixTimestamp	DateShortName	DateLongName	DateMilitary	CenturyName	YearName	SemesterName	TrimesterName	QuarterName	MonthName	DayOfYearName	DayOfMonthName	DayOfWeekMonthOccurrenceName	DayOfWeekName	SemesterAbbreviated	TrimesterAbbreviated	QuarterAbbreviated	MonthAbbreviation	DayOfWeekMonthOccurrenceAbbreviated	DayOfWeekAbbreviated	YearSemesterAbbreviated	YearTrimesterAbbreviated	YearQuarterAbbreviated	YearMonthAbbreviation	YearDayOfYearAbbreviated	YearSemesterName	YearTrimesterName	YearQuarterName	YearMonthName	ISOWeekName	ISOWeekDay	WeekSegmentName
1230101	1010101	1230101	1230101	1230101	1230101	1230101	1221228	0123-01-01	0101-01-01	0123-01-01	0123-01-01	0123-01-01	0123-01-01	0123-01-01	0122-12-28	1230101	2	123	1	1	1	1	53	1	1	1	5	-58285699200	0123-01-01	January 1st, 0123	01 JAN 0123	Second	0123-01-01	First	First	First	January	001	1st	First Friday	Friday	S1	T1	Q1	Jan	1st Fri	Fri	0123-S1	0123-T1	0123-Q1	0123-01 (Jan)	0123-001	0123-First Semester	0123-First Trimester	0123-First Quarter	0123-01 (January)	0122-W53	0122-W-5	Weekday
1230201	1010101	1230101	1230101	1230101	1230101	1230201	1230201	0123-02-01	0101-01-01	0123-01-01	0123-01-01	0123-01-01	0123-01-01	0123-02-01	0123-02-01	1230201	2	123	1	1	1	2	5	32	1	1	1	-58283020800	0123-02-01	February 1st, 0123	01 FEB 0123	Second	0123-01-01	First	First	First	February	032	1st	First Monday	Monday	S1	T1	Q1	Feb	1st Mon	Mon	0123-S1	0123-T1	0123-Q1	0123-02 (Feb)	0123-032	0123-First Semester	0123-First Trimester	0123-First Quarter	0123-02 (February)	0123-W05	0123-W-1	Weekday
1230301	1010101	1230101	1230101	1230101	1230101	1230301	1230301	0123-03-01	0101-01-01	0123-01-01	0123-01-01	0123-01-01	0123-01-01	0123-03-01	0123-03-01	1230301	2	123	1	1	1	3	9	60	1	1	1	-58280601600	0123-03-01	March 1st, 0123	01 MAR 0123	Second	0123-01-01	First	First	First	March	060	1st	First Monday	Monday	S1	T1	Q1	Mar	1st Mon	Mon	0123-S1	0123-T1	0123-Q1	0123-03 (Mar)	0123-060	0123-First Semester	0123-First Trimester	0123-First Quarter	0123-03 (March)	0123-W09	0123-W-1	Weekday
1230401	1010101	1230101	1230101	1230101	1230401	1230401	1230329	0123-04-01	0101-01-01	0123-01-01	0123-01-01	0123-01-01	0123-04-01	0123-04-01	0123-03-29	1230401	2	123	1	1	2	4	13	91	1	1	4	-58277923200	0123-04-01	April 1st, 0123	01 APR 0123	Second	0123-01-01	First	First	Second	April	091	1st	First Thursday	Thursday	S1	T1	Q2	Apr	1st Thu	Thu	0123-S1	0123-T1	0123-Q2	0123-04 (Apr)	0123-091	0123-First Semester	0123-First Trimester	0123-Second Quarter	0123-04 (April)	0123-W13	0123-W-4	Weekday
1230501	1010101	1230101	1230101	1230501	1230401	1230501	1230426	0123-05-01	0101-01-01	0123-01-01	0123-01-01	0123-05-01	0123-04-01	0123-05-01	0123-04-26	1230501	2	123	1	2	2	5	17	121	1	1	6	-58275331200	0123-05-01	May 1st, 0123	01 MAY 0123	Second	0123-01-01	First	Second	Second	May	121	1st	First Saturday	Saturday	S1	T1	Q2	May	1st Sat	Sat	0123-S1	0123-T1	0123-Q2	0123-05 (May)	0123-121	0123-First Semester	0123-Second Trimester	0123-Second Quarter	0123-05 (May)	0123-W17	0123-W-6	Weekend
1230601	1010101	1230101	1230101	1230501	1230401	1230601	1230531	0123-06-01	0101-01-01	0123-01-01	0123-01-01	0123-05-01	0123-04-01	0123-06-01	0123-05-31	1230601	2	123	1	2	2	6	22	152	1	1	2	-58272652800	0123-06-01	June 1st, 0123	01 JUN 0123	Second	0123-01-01	First	Second	Second	June	152	1st	First Tuesday	Tuesday	S1	T1	Q2	Jun	1st Tue	Tue	0123-S1	0123-T1	0123-Q2	0123-06 (Jun)	0123-152	0123-First Semester	0123-Second Trimester	0123-Second Quarter	0123-06 (June)	0123-W22	0123-W-2	Weekday
1230701	1010101	1230101	1230701	1230501	1230601	1230701	1230628	0123-07-01	0101-01-01	0123-01-01	0123-07-01	0123-05-01	0123-06-01	0123-07-01	0123-06-28	1230701	2	123	2	2	3	7	26	182	1	1	4	-58270060800	0123-07-01	July 1st, 0123	01 JUL 0123	Second	0123-01-01	Second	Second	Third	July	182	1st	First Thursday	Thursday	S2	T2	Q3	Jul	1st Thu	Thu	0123-S2	0123-T2	0123-Q3	0123-07 (Jul)	0123-182	0123-Second Semester	0123-Second Trimester	0123-Third Quarter	0123-07 (July)	0123-W26	0123-W-4	Weekday
1230801	1010101	1230101	1230701	1230501	1230601	1230801	1230726	0123-08-01	0101-01-01	0123-01-01	0123-07-01	0123-05-01	0123-06-01	0123-08-01	0123-07-26	1230801	2	123	2	2	3	8	30	213	1	1	7	-58267382400	0123-08-01	August 1st, 0123	01 AUG 0123	Second	0123-01-01	Second	Second	Third	August	213	1st	First Sunday	Sunday	S2	T2	Q3	Aug	1st Sun	Sun	0123-S2	0123-T2	0123-Q3	0123-08 (Aug)	0123-213	0123-Second Semester	0123-Second Trimester	0123-Third Quarter	0123-08 (August)	0123-W30	0123-W-7	Weekend
1230901	1010101	1230101	1230701	1230901	1230601	1230901	1230830	0123-09-01	0101-01-01	0123-01-01	0123-07-01	0123-09-01	0123-06-01	0123-09-01	0123-08-30	1230901	2	123	2	3	3	9	35	244	1	1	3	-58264704000	0123-09-01	September 1st, 0123	01 SEP 0123	Second	0123-01-01	Second	Third	Third	September	244	1st	First Wednesday	Wednesday	S2	T2	Q3	Sep	1st Wed	Wed	0123-S2	0123-T2	0123-Q3	0123-09 (Sep)	0123-244	0123-Second Semester	0123-Third Trimester	0123-Third Quarter	0123-09 (September)	0123-W35	0123-W-3	Weekday
1231001	1010101	1230101	1230701	1230901	1231001	1231001	1230927	0123-10-01	0101-01-01	0123-01-01	0123-07-01	0123-09-01	0123-10-01	0123-10-01	0123-09-27	1231001	2	123	2	3	4	10	39	274	1	1	5	-58262112000	0123-10-01	October 1st, 0123	01 OCT 0123	Second	0123-01-01	Second	Third	Forth	October	274	1st	First Friday	Friday	S2	T2	Q4	Oct	1st Fri	Fri	0123-S2	0123-T2	0123-Q4	0123-10 (Oct)	0123-274	0123-Second Semester	0123-Third Trimester	0123-Forth Quarter	0123-10 (October)	0123-W39	0123-W-5	Weekday
