DateKey	CenturyKey	YearKey	SemesterKey	TrimesterKey	QuarterKey	MonthKey	ISOWeekKey	Date	Century	Year	Semester	Trimester	Quarter	Month	ISOWeek	DateNumber	CenturyNumber	YearNumber	SemesterNumber	TrimesterNumber	QuarterNumber	MonthNumber	ISOWeekNumber	DayOfYearNumber	DayOfMonthNumber	DayOfWeekMonthOccurrenceNumber	DayOfWeekNumber	UnixTimestamp	DateShortName	DateLongName	DateMilitary	CenturyName	YearName	SemesterName	TrimesterName	QuarterName	MonthName	DayOfYearName	DayOfMonthName	DayOfWeekMonthOccurrenceName	DayOfWeekName	SemesterAbbreviated	TrimesterAbbreviated	QuarterAbbreviated	MonthAbbreviation	DayOfWeekMonthOccurrenceAbbreviated	DayOfWeekAbbreviated	YearSemesterAbbreviated	YearTrimesterAbbreviated	YearQuarterAbbreviated	YearMonthAbbreviation	YearDayOfYearAbbreviated	YearSemesterName	YearTrimesterName	YearQuarterName	YearMonthName	ISOWeekName	ISOWeekDay	WeekSegmentName
1400101	1010101	1400101	1400101	1400101	1400101	1400101	1391228	0140-01-01	0101-01-01	0140-01-01	0140-01-01	0140-01-01	0140-01-01	0140-01-01	0139-12-28	1400101	2	140	1	1	1	1	53	1	1	1	5	-57749241600	0140-01-01	January 1st, 0140	01 JAN 0140	Second	0140-01-01	First	First	First	January	001	1st	First Friday	Friday	S1	T1	Q1	Jan	1st Fri	Fri	0140-S1	0140-T1	0140-Q1	0140-01 (Jan)	0140-001	0140-First Semester	0140-First Trimester	0140-First Quarter	0140-01 (January)	0139-W53	0139-W-5	Weekday
1400201	1010101	1400101	1400101	1400101	1400101	1400201	1400201	0140-02-01	0101-01-01	0140-01-01	0140-01-01	0140-01-01	0140-01-01	0140-02-01	0140-02-01	1400201	2	140	1	1	1	2	5	32	1	1	1	-57746563200	0140-02-01	February 1st, 0140	01 FEB 0140	Second	0140-01-01	First	First	First	February	032	1st	First Monday	Monday	S1	T1	Q1	Feb	1st Mon	Mon	0140-S1	0140-T1	0140-Q1	0140-02 (Feb)	0140-032	0140-First Semester	0140-First Trimester	0140-First Quarter	0140-02 (February)	0140-W05	0140-W-1	Weekday
1400301	1010101	1400101	1400101	1400101	1400101	1400301	1400229	0140-03-01	0101-01-01	0140-01-01	0140-01-01	0140-01-01	0140-01-01	0140-03-01	0140-02-29	1400301	2	140	1	1	1	3	9	61	1	1	2	-57744057600	0140-03-01	March 1st, 0140	01 MAR 0140	Second	0140-01-01	First	First	First	March	061	1st	First Tuesday	Tuesday	S1	T1	Q1	Mar	1st Tue	Tue	0140-S1	0140-T1	0140-Q1	0140-03 (Mar)	0140-061	0140-First Semester	0140-First Trimester	0140-First Quarter	0140-03 (March)	0140-W09	0140-W-2	Weekday
1400401	1010101	1400101	1400101	1400101	1400401	1400401	1400328	0140-04-01	0101-01-01	0140-01-01	0140-01-01	0140-01-01	0140-04-01	0140-04-01	0140-03-28	1400401	2	140	1	1	2	4	13	92	1	1	5	-57741379200	0140-04-01	April 1st, 0140	01 APR 0140	Second	0140-01-01	First	First	Second	April	092	1st	First Friday	Friday	S1	T1	Q2	Apr	1st Fri	Fri	0140-S1	0140-T1	0140-Q2	0140-04 (Apr)	0140-092	0140-First Semester	0140-First Trimester	0140-Second Quarter	0140-04 (April)	0140-W13	0140-W-5	Weekday
1400501	1010101	1400101	1400101	1400501	1400401	1400501	1400425	0140-05-01	0101-01-01	0140-01-01	0140-01-01	0140-05-01	0140-04-01	0140-05-01	0140-04-25	1400501	2	140	1	2	2	5	17	122	1	1	7	-57738787200	0140-05-01	May 1st, 0140	01 MAY 0140	Second	0140-01-01	First	Second	Second	May	122	1st	First Sunday	Sunday	S1	T1	Q2	May	1st Sun	Sun	0140-S1	0140-T1	0140-Q2	0140-05 (May)	0140-122	0140-First Semester	0140-Second Trimester	0140-Second Quarter	0140-05 (May)	0140-W17	0140-W-7	Weekend
1400601	1010101	1400101	1400101	1400501	1400401	1400601	1400530	0140-06-01	0101-01-01	0140-01-01	0140-01-01	0140-05-01	0140-04-01	0140-06-01	0140-05-30	1400601	2	140	1	2	2	6	22	153	1	1	3	-57736108800	0140-06-01	June 1st, 0140	01 JUN 0140	Second	0140-01-01	First	Second	Second	June	153	1st	First Wednesday	Wednesday	S1	T1	Q2	Jun	1st Wed	Wed	0140-S1	0140-T1	0140-Q2	0140-06 (Jun)	0140-153	0140-First Semester	0140-Second Trimester	0140-Second Quarter	0140-06 (June)	0140-W22	0140-W-3	Weekday
1400701	1010101	1400101	1400701	1400501	1400601	1400701	1400627	0140-07-01	0101-01-01	0140-01-01	0140-07-01	0140-05-01	0140-06-01	0140-07-01	0140-06-27	1400701	2	140	2	2	3	7	26	183	1	1	5	-57733516800	0140-07-01	July 1st, 0140	01 JUL 0140	Second	0140-01-01	Second	Second	Third	July	183	1st	First Friday	Friday	S2	T2	Q3	Jul	1st Fri	Fri	0140-S2	0140-T2	0140-Q3	0140-07 (Jul)	0140-183	0140-Second Semester	0140-Second Trimester	0140-Third Quarter	0140-07 (July)	0140-W26	0140-W-5	Weekday
1400801	1010101	1400101	1400701	1400501	1400601	1400801	1400801	0140-08-01	0101-01-01	0140-01-01	0140-07-01	0140-05-01	0140-06-01	0140-08-01	0140-08-01	1400801	2	140	2	2	3	8	31	214	1	1	1	-57730838400	0140-08-01	August 1st, 0140	01 AUG 0140	Second	0140-01-01	Second	Second	Third	August	214	1st	First Monday	Monday	S2	T2	Q3	Aug	1st Mon	Mon	0140-S2	0140-T2	0140-Q3	0140-08 (Aug)	0140-214	0140-Second Semester	0140-Second Trimester	0140-Third Quarter	0140-08 (August)	0140-W31	0140-W-1	Weekday
1400901	1010101	1400101	1400701	1400901	1400601	1400901	1400829	0140-09-01	0101-01-01	0140-01-01	0140-07-01	0140-09-01	0140-06-01	0140-09-01	0140-08-29	1400901	2	140	2	3	3	9	35	245	1	1	4	-57728160000	0140-09-01	September 1st, 0140	01 SEP 0140	Second	0140-01-01	Second	Third	Third	September	245	1st	First Thursday	Thursday	S2	T2	Q3	Sep	1st Thu	Thu	0140-S2	0140-T2	0140-Q3	0140-09 (Sep)	0140-245	0140-Second Semester	0140-Third Trimester	0140-Third Quarter	0140-09 (September)	0140-W35	0140-W-4	Weekday
1401001	1010101	1400101	1400701	1400901	1401001	1401001	1400926	0140-10-01	0101-01-01	0140-01-01	0140-07-01	0140-09-01	0140-10-01	0140-10-01	0140-09-26	1401001	2	140	2	3	4	10	39	275	1	1	6	-57725568000	0140-10-01	October 1st, 0140	01 OCT 0140	Second	0140-01-01	Second	Third	Forth	October	275	1st	First Saturday	Saturday	S2	T2	Q4	Oct	1st Sat	Sat	0140-S2	0140-T2	0140-Q4	0140-10 (Oct)	0140-275	0140-Second Semester	0140-Third Trimester	0140-Forth Quarter	0140-10 (October)	0140-W39	0140-W-6	Weekend
1401101	1010101	1400101	1400701	1400901	1401001	1401101	1401031	0140-11-01	0101-01-01	0140-01-01	0140-07-01	0140-09-01	0140-10-01	0140-11-01	0140-10-31	1401101	2	140	2	3	4	11	44	306	1	1	2	-57722889600	0140-11-01	November 1st, 0140	01 NOV 0140	Second	0140-01-01	Second	Third	Forth	November	306	1st	First Tuesday	Tuesday	S2	T2	Q4	Nov	1st Tue	Tue	0140-S2	0140-T2	0140-Q4	0140-11 (Nov)	0140-306	0140-Second Semester	0140-Third Trimester	0140-Forth Quarter	0140-11 (November)	0140-W44	0140-W-2	Weekday
1401201	1010101	1400101	1400701	1400901	1401001	1401201	1401128	0140-12-01	0101-01-01	0140-01-01	0140-07-01	0140-09-01	0140-10-01	0140-12-01	0140-11-28	1401201	2	140	2	3	4	12	48	336	1	1	4	-57720297600	0140-12-01	December 1st, 0140	01 DEC 0140	Second	0140-01-01	Second	Third	Forth	December	336	1st	First Thursday	Thursday	S2	T2	Q4	Dec	1st Thu	Thu	0140-S2	0140-T2	0140-Q4	0140-12 (Dec)	0140-336	0140-Second Semester	0140-Third Trimester	0140-Forth Quarter	0140-12 (December)	0140-W48	0140-W-4	Weekday
1401202	1010101	1400101	1400701	1400901	1401001	1401201	1401128	0140-12-02	0101-01-01	0140-01-01	0140-07-01	0140-09-01	0140-10-01	0140-12-01	0140-11-28	1401202	2	140	2	3	4	12	48	337	2	1	5	-57720211200	0140-12-02	December 2nd, 0140	02 DEC 0140	Second	0140-01-01	Second	Third	Forth	December	337	2nd	First Friday	Friday	S2	T2	Q4	Dec	1st Fri	Fri	0140-S2	0140-T2	0140-Q4	0140-12 (Dec)	0140-337	0140-Second Semester	0140-Third Trimester	0140-Forth Quarter	0140-12 (December)	0140-W48	0140-W-5	Weekday
1401102	1010101	1400101	1400701	1400901	1401001	1401101	1401031	0140-11-02	0101-01-01	0140-01-01	0140-07-01	0140-09-01	0140-10-01	0140-11-01	0140-10-31	1401102	2	140	2	3	4	11	44	307	2	1	3	-57722803200	0140-11-02	November 2nd, 0140	02 NOV 0140	Second	0140-01-01	Second	Third	Forth	November	307	2nd	First Wednesday	Wednesday	S2	T2	Q4	Nov	1st Wed	Wed	0140-S2	0140-T2	0140-Q4	0140-11 (Nov)	0140-307	0140-Second Semester	0140-Third Trimester	0140-Forth Quarter	0140-11 (November)	0140-W44	0140-W-3	Weekday
1401002	1010101	1400101	1400701	1400901	1401001	1401001	1400926	0140-10-02	0101-01-01	0140-01-01	0140-07-01	0140-09-01	0140-10-01	0140-10-01	0140-09-26	1401002	2	140	2	3	4	10	39	276	2	1	7	-57725481600	0140-10-02	October 2nd, 0140	02 OCT 0140	Second	0140-01-01	Second	Third	Forth	October	276	2nd	First Sunday	Sunday	S2	T2	Q4	Oct	1st Sun	Sun	0140-S2	0140-T2	0140-Q4	0140-10 (Oct)	0140-276	0140-Second Semester	0140-Third Trimester	0140-Forth Quarter	0140-10 (October)	0140-W39	0140-W-7	Weekend
1400902	1010101	1400101	1400701	1400901	1400601	1400901	1400829	0140-09-02	0101-01-01	0140-01-01	0140-07-01	0140-09-01	0140-06-01	0140-09-01	0140-08-29	1400902	2	140	2	3	3	9	35	246	2	1	5	-57728073600	0140-09-02	September 2nd, 0140	02 SEP 0140	Second	0140-01-01	Second	Third	Third	September	246	2nd	First Friday	Friday	S2	T2	Q3	Sep	1st Fri	Fri	0140-S2	0140-T2	0140-Q3	0140-09 (Sep)	0140-246	0140-Second Semester	0140-Third Trimester	0140-Third Quarter	0140-09 (September)	0140-W35	0140-W-5	Weekday
1400802	1010101	1400101	1400701	1400501	1400601	1400801	1400801	0140-08-02	0101-01-01	0140-01-01	0140-07-01	0140-05-01	0140-06-01	0140-08-01	0140-08-01	1400802	2	140	2	2	3	8	31	215	2	1	2	-57730752000	0140-08-02	August 2nd, 0140	02 AUG 0140	Second	0140-01-01	Second	Second	Third	August	215	2nd	First Tuesday	Tuesday	S2	T2	Q3	Aug	1st Tue	Tue	0140-S2	0140-T2	0140-Q3	0140-08 (Aug)	0140-215	0140-Second Semester	0140-Second Trimester	0140-Third Quarter	0140-08 (August)	0140-W31	0140-W-2	Weekday
1400702	1010101	1400101	1400701	1400501	1400601	1400701	1400627	0140-07-02	0101-01-01	0140-01-01	0140-07-01	0140-05-01	0140-06-01	0140-07-01	0140-06-27	1400702	2	140	2	2	3	7	26	184	2	1	6	-57733430400	0140-07-02	July 2nd, 0140	02 JUL 0140	Second	0140-01-01	Second	Second	Third	July	184	2nd	First Saturday	Saturday	S2	T2	Q3	Jul	1st Sat	Sat	0140-S2	0140-T2	0140-Q3	0140-07 (Jul)	0140-184	0140-Second Semester	0140-Second Trimester	0140-Third Quarter	0140-07 (July)	0140-W26	0140-W-6	Weekend
1400602	1010101	1400101	1400101	1400501	1400401	1400601	1400530	0140-06-02	0101-01-01	0140-01-01	0140-01-01	0140-05-01	0140-04-01	0140-06-01	0140-05-30	1400602	2	140	1	2	2	6	22	154	2	1	4	-57736022400	0140-06-02	June 2nd, 0140	02 JUN 0140	Second	0140-01-01	First	Second	Second	June	154	2nd	First Thursday	Thursday	S1	T1	Q2	Jun	1st Thu	Thu	0140-S1	0140-T1	0140-Q2	0140-06 (Jun)	0140-154	0140-First Semester	0140-Second Trimester	0140-Second Quarter	0140-06 (June)	0140-W22	0140-W-4	Weekday
1400502	1010101	1400101	1400101	1400501	1400401	1400501	1400502	0140-05-02	0101-01-01	0140-01-01	0140-01-01	0140-05-01	0140-04-01	0140-05-01	0140-05-02	1400502	2	140	1	2	2	5	18	123	2	1	1	-57738700800	0140-05-02	May 2nd, 0140	02 MAY 0140	Second	0140-01-01	First	Second	Second	May	123	2nd	First Monday	Monday	S1	T1	Q2	May	1st Mon	Mon	0140-S1	0140-T1	0140-Q2	0140-05 (May)	0140-123	0140-First Semester	0140-Second Trimester	0140-Second Quarter	0140-05 (May)	0140-W18	0140-W-1	Weekday
1400402	1010101	1400101	1400101	1400101	1400401	1400401	1400328	0140-04-02	0101-01-01	0140-01-01	0140-01-01	0140-01-01	0140-04-01	0140-04-01	0140-03-28	1400402	2	140	1	1	2	4	13	93	2	1	6	-57741292800	0140-04-02	April 2nd, 0140	02 APR 0140	Second	0140-01-01	First	First	Second	April	093	2nd	First Saturday	Saturday	S1	T1	Q2	Apr	1st Sat	Sat	0140-S1	0140-T1	0140-Q2	0140-04 (Apr)	0140-093	0140-First Semester	0140-First Trimester	0140-Second Quarter	0140-04 (April)	0140-W13	0140-W-6	Weekend
1400302	1010101	1400101	1400101	1400101	1400101	1400301	1400229	0140-03-02	0101-01-01	0140-01-01	0140-01-01	0140-01-01	0140-01-01	0140-03-01	0140-02-29	1400302	2	140	1	1	1	3	9	62	2	1	3	-57743971200	0140-03-02	March 2nd, 0140	02 MAR 0140	Second	0140-01-01	First	First	First	March	062	2nd	First Wednesday	Wednesday	S1	T1	Q1	Mar	1st Wed	Wed	0140-S1	0140-T1	0140-Q1	0140-03 (Mar)	0140-062	0140-First Semester	0140-First Trimester	0140-First Quarter	0140-03 (March)	0140-W09	0140-W-3	Weekday
1400202	1010101	1400101	1400101	1400101	1400101	1400201	1400201	0140-02-02	0101-01-01	0140-01-01	0140-01-01	0140-01-01	0140-01-01	0140-02-01	0140-02-01	1400202	2	140	1	1	1	2	5	33	2	1	2	-57746476800	0140-02-02	February 2nd, 0140	02 FEB 0140	Second	0140-01-01	First	First	First	February	033	2nd	First Tuesday	Tuesday	S1	T1	Q1	Feb	1st Tue	Tue	0140-S1	0140-T1	0140-Q1	0140-02 (Feb)	0140-033	0140-First Semester	0140-First Trimester	0140-First Quarter	0140-02 (February)	0140-W05	0140-W-2	Weekday
