DateKey	CenturyKey	YearKey	SemesterKey	TrimesterKey	QuarterKey	MonthKey	ISOWeekKey	Date	Century	Year	Semester	Trimester	Quarter	Month	ISOWeek	DateNumber	CenturyNumber	YearNumber	SemesterNumber	TrimesterNumber	QuarterNumber	MonthNumber	ISOWeekNumber	DayOfYearNumber	DayOfMonthNumber	DayOfWeekMonthOccurrenceNumber	DayOfWeekNumber	UnixTimestamp	DateShortName	DateLongName	DateMilitary	CenturyName	YearName	SemesterName	TrimesterName	QuarterName	MonthName	DayOfYearName	DayOfMonthName	DayOfWeekMonthOccurrenceName	DayOfWeekName	SemesterAbbreviated	TrimesterAbbreviated	QuarterAbbreviated	MonthAbbreviation	DayOfWeekMonthOccurrenceAbbreviated	DayOfWeekAbbreviated	YearSemesterAbbreviated	YearTrimesterAbbreviated	YearQuarterAbbreviated	YearMonthAbbreviation	YearDayOfYearAbbreviated	YearSemesterName	YearTrimesterName	YearQuarterName	YearMonthName	ISOWeekName	ISOWeekDay	WeekSegmentName
22930101	22010101	22930101	22930101	22930101	22930101	22930101	22921226	2293-01-01	2201-01-01	2293-01-01	2293-01-01	2293-01-01	2293-01-01	2293-01-01	2292-12-26	22930101	23	2293	1	1	1	1	52	1	1	1	7	10192953600	2293-01-01	January 1st, 2293	01 JAN 2293	Twenty-Third	2293-01-01	First	First	First	January	001	1st	First Sunday	Sunday	S1	T1	Q1	Jan	1st Sun	Sun	2293-S1	2293-T1	2293-Q1	2293-01 (Jan)	2293-001	2293-First Semester	2293-First Trimester	2293-First Quarter	2293-01 (January)	2292-W52	2292-W-7	Weekend
22930201	22010101	22930101	22930101	22930101	22930101	22930201	22930130	2293-02-01	2201-01-01	2293-01-01	2293-01-01	2293-01-01	2293-01-01	2293-02-01	2293-01-30	22930201	23	2293	1	1	1	2	5	32	1	1	3	10195632000	2293-02-01	February 1st, 2293	01 FEB 2293	Twenty-Third	2293-01-01	First	First	First	February	032	1st	First Wednesday	Wednesday	S1	T1	Q1	Feb	1st Wed	Wed	2293-S1	2293-T1	2293-Q1	2293-02 (Feb)	2293-032	2293-First Semester	2293-First Trimester	2293-First Quarter	2293-02 (February)	2293-W05	2293-W-3	Weekday
22930301	22010101	22930101	22930101	22930101	22930101	22930301	22930227	2293-03-01	2201-01-01	2293-01-01	2293-01-01	2293-01-01	2293-01-01	2293-03-01	2293-02-27	22930301	23	2293	1	1	1	3	9	60	1	1	3	10198051200	2293-03-01	March 1st, 2293	01 MAR 2293	Twenty-Third	2293-01-01	First	First	First	March	060	1st	First Wednesday	Wednesday	S1	T1	Q1	Mar	1st Wed	Wed	2293-S1	2293-T1	2293-Q1	2293-03 (Mar)	2293-060	2293-First Semester	2293-First Trimester	2293-First Quarter	2293-03 (March)	2293-W09	2293-W-3	Weekday
22930401	22010101	22930101	22930101	22930101	22930401	22930401	22930327	2293-04-01	2201-01-01	2293-01-01	2293-01-01	2293-01-01	2293-04-01	2293-04-01	2293-03-27	22930401	23	2293	1	1	2	4	13	91	1	1	6	10200729600	2293-04-01	April 1st, 2293	01 APR 2293	Twenty-Third	2293-01-01	First	First	Second	April	091	1st	First Saturday	Saturday	S1	T1	Q2	Apr	1st Sat	Sat	2293-S1	2293-T1	2293-Q2	2293-04 (Apr)	2293-091	2293-First Semester	2293-First Trimester	2293-Second Quarter	2293-04 (April)	2293-W13	2293-W-6	Weekend
22930501	22010101	22930101	22930101	22930501	22930401	22930501	22930501	2293-05-01	2201-01-01	2293-01-01	2293-01-01	2293-05-01	2293-04-01	2293-05-01	2293-05-01	22930501	23	2293	1	2	2	5	18	121	1	1	1	10203321600	2293-05-01	May 1st, 2293	01 MAY 2293	Twenty-Third	2293-01-01	First	Second	Second	May	121	1st	First Monday	Monday	S1	T1	Q2	May	1st Mon	Mon	2293-S1	2293-T1	2293-Q2	2293-05 (May)	2293-121	2293-First Semester	2293-Second Trimester	2293-Second Quarter	2293-05 (May)	2293-W18	2293-W-1	Weekday
22930601	22010101	22930101	22930101	22930501	22930401	22930601	22930529	2293-06-01	2201-01-01	2293-01-01	2293-01-01	2293-05-01	2293-04-01	2293-06-01	2293-05-29	22930601	23	2293	1	2	2	6	22	152	1	1	4	10206000000	2293-06-01	June 1st, 2293	01 JUN 2293	Twenty-Third	2293-01-01	First	Second	Second	June	152	1st	First Thursday	Thursday	S1	T1	Q2	Jun	1st Thu	Thu	2293-S1	2293-T1	2293-Q2	2293-06 (Jun)	2293-152	2293-First Semester	2293-Second Trimester	2293-Second Quarter	2293-06 (June)	2293-W22	2293-W-4	Weekday
22930701	22010101	22930101	22930701	22930501	22930601	22930701	22930626	2293-07-01	2201-01-01	2293-01-01	2293-07-01	2293-05-01	2293-06-01	2293-07-01	2293-06-26	22930701	23	2293	2	2	3	7	26	182	1	1	6	10208592000	2293-07-01	July 1st, 2293	01 JUL 2293	Twenty-Third	2293-01-01	Second	Second	Third	July	182	1st	First Saturday	Saturday	S2	T2	Q3	Jul	1st Sat	Sat	2293-S2	2293-T2	2293-Q3	2293-07 (Jul)	2293-182	2293-Second Semester	2293-Second Trimester	2293-Third Quarter	2293-07 (July)	2293-W26	2293-W-6	Weekend
22930801	22010101	22930101	22930701	22930501	22930601	22930801	22930731	2293-08-01	2201-01-01	2293-01-01	2293-07-01	2293-05-01	2293-06-01	2293-08-01	2293-07-31	22930801	23	2293	2	2	3	8	31	213	1	1	2	10211270400	2293-08-01	August 1st, 2293	01 AUG 2293	Twenty-Third	2293-01-01	Second	Second	Third	August	213	1st	First Tuesday	Tuesday	S2	T2	Q3	Aug	1st Tue	Tue	2293-S2	2293-T2	2293-Q3	2293-08 (Aug)	2293-213	2293-Second Semester	2293-Second Trimester	2293-Third Quarter	2293-08 (August)	2293-W31	2293-W-2	Weekday
22930901	22010101	22930101	22930701	22930901	22930601	22930901	22930828	2293-09-01	2201-01-01	2293-01-01	2293-07-01	2293-09-01	2293-06-01	2293-09-01	2293-08-28	22930901	23	2293	2	3	3	9	35	244	1	1	5	10213948800	2293-09-01	September 1st, 2293	01 SEP 2293	Twenty-Third	2293-01-01	Second	Third	Third	September	244	1st	First Friday	Friday	S2	T2	Q3	Sep	1st Fri	Fri	2293-S2	2293-T2	2293-Q3	2293-09 (Sep)	2293-244	2293-Second Semester	2293-Third Trimester	2293-Third Quarter	2293-09 (September)	2293-W35	2293-W-5	Weekday
22931001	22010101	22930101	22930701	22930901	22931001	22931001	22930925	2293-10-01	2201-01-01	2293-01-01	2293-07-01	2293-09-01	2293-10-01	2293-10-01	2293-09-25	22931001	23	2293	2	3	4	10	39	274	1	1	7	10216540800	2293-10-01	October 1st, 2293	01 OCT 2293	Twenty-Third	2293-01-01	Second	Third	Forth	October	274	1st	First Sunday	Sunday	S2	T2	Q4	Oct	1st Sun	Sun	2293-S2	2293-T2	2293-Q4	2293-10 (Oct)	2293-274	2293-Second Semester	2293-Third Trimester	2293-Forth Quarter	2293-10 (October)	2293-W39	2293-W-7	Weekend
22931101	22010101	22930101	22930701	22930901	22931001	22931101	22931030	2293-11-01	2201-01-01	2293-01-01	2293-07-01	2293-09-01	2293-10-01	2293-11-01	2293-10-30	22931101	23	2293	2	3	4	11	44	305	1	1	3	10219219200	2293-11-01	November 1st, 2293	01 NOV 2293	Twenty-Third	2293-01-01	Second	Third	Forth	November	305	1st	First Wednesday	Wednesday	S2	T2	Q4	Nov	1st Wed	Wed	2293-S2	2293-T2	2293-Q4	2293-11 (Nov)	2293-305	2293-Second Semester	2293-Third Trimester	2293-Forth Quarter	2293-11 (November)	2293-W44	2293-W-3	Weekday
22931201	22010101	22930101	22930701	22930901	22931001	22931201	22931127	2293-12-01	2201-01-01	2293-01-01	2293-07-01	2293-09-01	2293-10-01	2293-12-01	2293-11-27	22931201	23	2293	2	3	4	12	48	335	1	1	5	10221811200	2293-12-01	December 1st, 2293	01 DEC 2293	Twenty-Third	2293-01-01	Second	Third	Forth	December	335	1st	First Friday	Friday	S2	T2	Q4	Dec	1st Fri	Fri	2293-S2	2293-T2	2293-Q4	2293-12 (Dec)	2293-335	2293-Second Semester	2293-Third Trimester	2293-Forth Quarter	2293-12 (December)	2293-W48	2293-W-5	Weekday
22931202	22010101	22930101	22930701	22930901	22931001	22931201	22931127	2293-12-02	2201-01-01	2293-01-01	2293-07-01	2293-09-01	2293-10-01	2293-12-01	2293-11-27	22931202	23	2293	2	3	4	12	48	336	2	1	6	10221897600	2293-12-02	December 2nd, 2293	02 DEC 2293	Twenty-Third	2293-01-01	Second	Third	Forth	December	336	2nd	First Saturday	Saturday	S2	T2	Q4	Dec	1st Sat	Sat	2293-S2	2293-T2	2293-Q4	2293-12 (Dec)	2293-336	2293-Second Semester	2293-Third Trimester	2293-Forth Quarter	2293-12 (December)	2293-W48	2293-W-6	Weekend
22931102	22010101	22930101	22930701	22930901	22931001	22931101	22931030	2293-11-02	2201-01-01	2293-01-01	2293-07-01	2293-09-01	2293-10-01	2293-11-01	2293-10-30	22931102	23	2293	2	3	4	11	44	306	2	1	4	10219305600	2293-11-02	November 2nd, 2293	02 NOV 2293	Twenty-Third	2293-01-01	Second	Third	Forth	November	306	2nd	First Thursday	Thursday	S2	T2	Q4	Nov	1st Thu	Thu	2293-S2	2293-T2	2293-Q4	2293-11 (Nov)	2293-306	2293-Second Semester	2293-Third Trimester	2293-Forth Quarter	2293-11 (November)	2293-W44	2293-W-4	Weekday
22931002	22010101	22930101	22930701	22930901	22931001	22931001	22931002	2293-10-02	2201-01-01	2293-01-01	2293-07-01	2293-09-01	2293-10-01	2293-10-01	2293-10-02	22931002	23	2293	2	3	4	10	40	275	2	1	1	10216627200	2293-10-02	October 2nd, 2293	02 OCT 2293	Twenty-Third	2293-01-01	Second	Third	Forth	October	275	2nd	First Monday	Monday	S2	T2	Q4	Oct	1st Mon	Mon	2293-S2	2293-T2	2293-Q4	2293-10 (Oct)	2293-275	2293-Second Semester	2293-Third Trimester	2293-Forth Quarter	2293-10 (October)	2293-W40	2293-W-1	Weekday
