DateKey	CenturyKey	YearKey	SemesterKey	TrimesterKey	QuarterKey	MonthKey	ISOWeekKey	Date	Century	Year	Semester	Trimester	Quarter	Month	ISOWeek	DateNumber	CenturyNumber	YearNumber	SemesterNumber	TrimesterNumber	QuarterNumber	MonthNumber	ISOWeekNumber	DayOfYearNumber	DayOfMonthNumber	DayOfWeekMonthOccurrenceNumber	DayOfWeekNumber	UnixTimestamp	DateShortName	DateLongName	DateMilitary	CenturyName	YearName	SemesterName	TrimesterName	QuarterName	MonthName	DayOfYearName	DayOfMonthName	DayOfWeekMonthOccurrenceName	DayOfWeekName	SemesterAbbreviated	TrimesterAbbreviated	QuarterAbbreviated	MonthAbbreviation	DayOfWeekMonthOccurrenceAbbreviated	DayOfWeekAbbreviated	YearSemesterAbbreviated	YearTrimesterAbbreviated	YearQuarterAbbreviated	YearMonthAbbreviation	YearDayOfYearAbbreviated	YearSemesterName	YearTrimesterName	YearQuarterName	YearMonthName	ISOWeekName	ISOWeekDay	WeekSegmentName
2660101	2010101	2660101	2660101	2660101	2660101	2660101	2660101	0266-01-01	0201-01-01	0266-01-01	0266-01-01	0266-01-01	0266-01-01	0266-01-01	0266-01-01	2660101	3	266	1	1	1	1	1	1	1	1	1	-53773027200	0266-01-01	January 1st, 0266	01 JAN 0266	Third	0266-01-01	First	First	First	January	001	1st	First Monday	Monday	S1	T1	Q1	Jan	1st Mon	Mon	0266-S1	0266-T1	0266-Q1	0266-01 (Jan)	0266-001	0266-First Semester	0266-First Trimester	0266-First Quarter	0266-01 (January)	0266-W01	0266-W-1	Weekday
2660201	2010101	2660101	2660101	2660101	2660101	2660201	2660129	0266-02-01	0201-01-01	0266-01-01	0266-01-01	0266-01-01	0266-01-01	0266-02-01	0266-01-29	2660201	3	266	1	1	1	2	5	32	1	1	4	-53770348800	0266-02-01	February 1st, 0266	01 FEB 0266	Third	0266-01-01	First	First	First	February	032	1st	First Thursday	Thursday	S1	T1	Q1	Feb	1st Thu	Thu	0266-S1	0266-T1	0266-Q1	0266-02 (Feb)	0266-032	0266-First Semester	0266-First Trimester	0266-First Quarter	0266-02 (February)	0266-W05	0266-W-4	Weekday
2660301	2010101	2660101	2660101	2660101	2660101	2660301	2660226	0266-03-01	0201-01-01	0266-01-01	0266-01-01	0266-01-01	0266-01-01	0266-03-01	0266-02-26	2660301	3	266	1	1	1	3	9	60	1	1	4	-53767929600	0266-03-01	March 1st, 0266	01 MAR 0266	Third	0266-01-01	First	First	First	March	060	1st	First Thursday	Thursday	S1	T1	Q1	Mar	1st Thu	Thu	0266-S1	0266-T1	0266-Q1	0266-03 (Mar)	0266-060	0266-First Semester	0266-First Trimester	0266-First Quarter	0266-03 (March)	0266-W09	0266-W-4	Weekday
2660401	2010101	2660101	2660101	2660101	2660401	2660401	2660326	0266-04-01	0201-01-01	0266-01-01	0266-01-01	0266-01-01	0266-04-01	0266-04-01	0266-03-26	2660401	3	266	1	1	2	4	13	91	1	1	7	-53765251200	0266-04-01	April 1st, 0266	01 APR 0266	Third	0266-01-01	First	First	Second	April	091	1st	First Sunday	Sunday	S1	T1	Q2	Apr	1st Sun	Sun	0266-S1	0266-T1	0266-Q2	0266-04 (Apr)	0266-091	0266-First Semester	0266-First Trimester	0266-Second Quarter	0266-04 (April)	0266-W13	0266-W-7	Weekend
2660501	2010101	2660101	2660101	2660501	2660401	2660501	2660430	0266-05-01	0201-01-01	0266-01-01	0266-01-01	0266-05-01	0266-04-01	0266-05-01	0266-04-30	2660501	3	266	1	2	2	5	18	121	1	1	2	-53762659200	0266-05-01	May 1st, 0266	01 MAY 0266	Third	0266-01-01	First	Second	Second	May	121	1st	First Tuesday	Tuesday	S1	T1	Q2	May	1st Tue	Tue	0266-S1	0266-T1	0266-Q2	0266-05 (May)	0266-121	0266-First Semester	0266-Second Trimester	0266-Second Quarter	0266-05 (May)	0266-W18	0266-W-2	Weekday
2660601	2010101	2660101	2660101	2660501	2660401	2660601	2660528	0266-06-01	0201-01-01	0266-01-01	0266-01-01	0266-05-01	0266-04-01	0266-06-01	0266-05-28	2660601	3	266	1	2	2	6	22	152	1	1	5	-53759980800	0266-06-01	June 1st, 0266	01 JUN 0266	Third	0266-01-01	First	Second	Second	June	152	1st	First Friday	Friday	S1	T1	Q2	Jun	1st Fri	Fri	0266-S1	0266-T1	0266-Q2	0266-06 (Jun)	0266-152	0266-First Semester	0266-Second Trimester	0266-Second Quarter	0266-06 (June)	0266-W22	0266-W-5	Weekday
2660701	2010101	2660101	2660701	2660501	2660601	2660701	2660625	0266-07-01	0201-01-01	0266-01-01	0266-07-01	0266-05-01	0266-06-01	0266-07-01	0266-06-25	2660701	3	266	2	2	3	7	26	182	1	1	7	-53757388800	0266-07-01	July 1st, 0266	01 JUL 0266	Third	0266-01-01	Second	Second	Third	July	182	1st	First Sunday	Sunday	S2	T2	Q3	Jul	1st Sun	Sun	0266-S2	0266-T2	0266-Q3	0266-07 (Jul)	0266-182	0266-Second Semester	0266-Second Trimester	0266-Third Quarter	0266-07 (July)	0266-W26	0266-W-7	Weekend
2660801	2010101	2660101	2660701	2660501	2660601	2660801	2660730	0266-08-01	0201-01-01	0266-01-01	0266-07-01	0266-05-01	0266-06-01	0266-08-01	0266-07-30	2660801	3	266	2	2	3	8	31	213	1	1	3	-53754710400	0266-08-01	August 1st, 0266	01 AUG 0266	Third	0266-01-01	Second	Second	Third	August	213	1st	First Wednesday	Wednesday	S2	T2	Q3	Aug	1st Wed	Wed	0266-S2	0266-T2	0266-Q3	0266-08 (Aug)	0266-213	0266-Second Semester	0266-Second Trimester	0266-Third Quarter	0266-08 (August)	0266-W31	0266-W-3	Weekday
2660901	2010101	2660101	2660701	2660901	2660601	2660901	2660827	0266-09-01	0201-01-01	0266-01-01	0266-07-01	0266-09-01	0266-06-01	0266-09-01	0266-08-27	2660901	3	266	2	3	3	9	35	244	1	1	6	-53752032000	0266-09-01	September 1st, 0266	01 SEP 0266	Third	0266-01-01	Second	Third	Third	September	244	1st	First Saturday	Saturday	S2	T2	Q3	Sep	1st Sat	Sat	0266-S2	0266-T2	0266-Q3	0266-09 (Sep)	0266-244	0266-Second Semester	0266-Third Trimester	0266-Third Quarter	0266-09 (September)	0266-W35	0266-W-6	Weekend
2661001	2010101	2660101	2660701	2660901	2661001	2661001	2661001	0266-10-01	0201-01-01	0266-01-01	0266-07-01	0266-09-01	0266-10-01	0266-10-01	0266-10-01	2661001	3	266	2	3	4	10	40	274	1	1	1	-53749440000	0266-10-01	October 1st, 0266	01 OCT 0266	Third	0266-01-01	Second	Third	Forth	October	274	1st	First Monday	Monday	S2	T2	Q4	Oct	1st Mon	Mon	0266-S2	0266-T2	0266-Q4	0266-10 (Oct)	0266-274	0266-Second Semester	0266-Third Trimester	0266-Forth Quarter	0266-10 (October)	0266-W40	0266-W-1	Weekday
