Date	DateKey	DateNumber	DateName	Century	CenturyKey	CenturyNumber	CenturyName	Year	YearKey	YearNumber	YearName	Semester	SemesterKey	SemesterNumber	SemesterName	Trimester	TrimesterKey	TrimesterNumber	TrimesterName	Quarter	QuarterKey	QuarterNumber	QuarterName	Month	MonthKey	MonthNumber	MonthName	ISOWeek	ISOWeekKey	ISOWeekNumber	ISOWeekName	DayOfWeekName	DayOfYearName	DayOfMonthName
0275-01-01	2750101	2750101	0275-01-01	0201-01-01	2010101	3	3rd	0275-01-01	2750101	275	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0274-12-28	2741228	53	0274-W53	Friday	001	01
0275-01-02	2750102	2750102	0275-01-02	0201-01-01	2010101	3	3rd	0275-01-01	2750101	275	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0274-12-28	2741228	53	0274-W53	Saturday	002	02
0275-01-03	2750103	2750103	0275-01-03	0201-01-01	2010101	3	3rd	0275-01-01	2750101	275	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0274-12-28	2741228	53	0274-W53	Sunday	003	03
0275-01-04	2750104	2750104	0275-01-04	0201-01-01	2010101	3	3rd	0275-01-01	2750101	275	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-04	2750104	1	0275-W01	Monday	004	04
0275-01-05	2750105	2750105	0275-01-05	0201-01-01	2010101	3	3rd	0275-01-01	2750101	275	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-04	2750104	1	0275-W01	Tuesday	005	05
0275-01-06	2750106	2750106	0275-01-06	0201-01-01	2010101	3	3rd	0275-01-01	2750101	275	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-04	2750104	1	0275-W01	Wednesday	006	06
0275-01-07	2750107	2750107	0275-01-07	0201-01-01	2010101	3	3rd	0275-01-01	2750101	275	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-04	2750104	1	0275-W01	Thursday	007	07
0275-01-08	2750108	2750108	0275-01-08	0201-01-01	2010101	3	3rd	0275-01-01	2750101	275	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-04	2750104	1	0275-W01	Friday	008	08
0275-01-09	2750109	2750109	0275-01-09	0201-01-01	2010101	3	3rd	0275-01-01	2750101	275	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-04	2750104	1	0275-W01	Saturday	009	09
0275-01-10	2750110	2750110	0275-01-10	0201-01-01	2010101	3	3rd	0275-01-01	2750101	275	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-04	2750104	1	0275-W01	Sunday	010	10
0275-01-11	2750111	2750111	0275-01-11	0201-01-01	2010101	3	3rd	0275-01-01	2750101	275	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-11	2750111	2	0275-W02	Monday	011	11
0275-01-12	2750112	2750112	0275-01-12	0201-01-01	2010101	3	3rd	0275-01-01	2750101	275	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-11	2750111	2	0275-W02	Tuesday	012	12
0275-01-13	2750113	2750113	0275-01-13	0201-01-01	2010101	3	3rd	0275-01-01	2750101	275	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-01	2750101	1	0275-01-01	0275-01-11	2750111	2	0275-W02	Wednesday	013	13
