DateKey	CenturyKey	YearKey	SemesterKey	TrimesterKey	QuarterKey	MonthKey	ISOWeekKey	Date	Century	Year	Semester	Trimester	Quarter	Month	ISOWeek	DateNumber	CenturyNumber	YearNumber	SemesterNumber	TrimesterNumber	QuarterNumber	MonthNumber	ISOWeekNumber	DayOfYearNumber	DayOfMonthNumber	DayOfWeekMonthOccurrenceNumber	DayOfWeekNumber	UnixTimestamp	DateShortName	DateLongName	DateMilitary	CenturyName	YearName	SemesterName	TrimesterName	QuarterName	MonthName	DayOfYearName	DayOfMonthName	DayOfWeekMonthOccurrenceName	DayOfWeekName	SemesterAbbreviated	TrimesterAbbreviated	QuarterAbbreviated	MonthAbbreviation	DayOfWeekMonthOccurrenceAbbreviated	DayOfWeekAbbreviated	YearSemesterAbbreviated	YearTrimesterAbbreviated	YearQuarterAbbreviated	YearMonthAbbreviation	YearDayOfYearAbbreviated	YearSemesterName	YearTrimesterName	YearQuarterName	YearMonthName	ISOWeekName	ISOWeekDay	WeekSegmentName
15190101	15010101	15190101	15190101	15190101	15190101	15190101	15181230	1519-01-01	1501-01-01	1519-01-01	1519-01-01	1519-01-01	1519-01-01	1519-01-01	1518-12-30	15190101	16	1519	1	1	1	1	1	1	1	1	3	-14232240000	1519-01-01	January 1st, 1519	01 JAN 1519	Sixteenth	1519-01-01	First	First	First	January	001	1st	First Wednesday	Wednesday	S1	T1	Q1	Jan	1st Wed	Wed	1519-S1	1519-T1	1519-Q1	1519-01 (Jan)	1519-001	1519-First Semester	1519-First Trimester	1519-First Quarter	1519-01 (January)	1518-W01	1518-W-3	Weekday
15190201	15010101	15190101	15190101	15190101	15190101	15190201	15190127	1519-02-01	1501-01-01	1519-01-01	1519-01-01	1519-01-01	1519-01-01	1519-02-01	1519-01-27	15190201	16	1519	1	1	1	2	5	32	1	1	6	-14229561600	1519-02-01	February 1st, 1519	01 FEB 1519	Sixteenth	1519-01-01	First	First	First	February	032	1st	First Saturday	Saturday	S1	T1	Q1	Feb	1st Sat	Sat	1519-S1	1519-T1	1519-Q1	1519-02 (Feb)	1519-032	1519-First Semester	1519-First Trimester	1519-First Quarter	1519-02 (February)	1519-W05	1519-W-6	Weekend
15190301	15010101	15190101	15190101	15190101	15190101	15190301	15190224	1519-03-01	1501-01-01	1519-01-01	1519-01-01	1519-01-01	1519-01-01	1519-03-01	1519-02-24	15190301	16	1519	1	1	1	3	9	60	1	1	6	-14227142400	1519-03-01	March 1st, 1519	01 MAR 1519	Sixteenth	1519-01-01	First	First	First	March	060	1st	First Saturday	Saturday	S1	T1	Q1	Mar	1st Sat	Sat	1519-S1	1519-T1	1519-Q1	1519-03 (Mar)	1519-060	1519-First Semester	1519-First Trimester	1519-First Quarter	1519-03 (March)	1519-W09	1519-W-6	Weekend
15190401	15010101	15190101	15190101	15190101	15190401	15190401	15190331	1519-04-01	1501-01-01	1519-01-01	1519-01-01	1519-01-01	1519-04-01	1519-04-01	1519-03-31	15190401	16	1519	1	1	2	4	14	91	1	1	2	-14224464000	1519-04-01	April 1st, 1519	01 APR 1519	Sixteenth	1519-01-01	First	First	Second	April	091	1st	First Tuesday	Tuesday	S1	T1	Q2	Apr	1st Tue	Tue	1519-S1	1519-T1	1519-Q2	1519-04 (Apr)	1519-091	1519-First Semester	1519-First Trimester	1519-Second Quarter	1519-04 (April)	1519-W14	1519-W-2	Weekday
15190501	15010101	15190101	15190101	15190501	15190401	15190501	15190428	1519-05-01	1501-01-01	1519-01-01	1519-01-01	1519-05-01	1519-04-01	1519-05-01	1519-04-28	15190501	16	1519	1	2	2	5	18	121	1	1	4	-14221872000	1519-05-01	May 1st, 1519	01 MAY 1519	Sixteenth	1519-01-01	First	Second	Second	May	121	1st	First Thursday	Thursday	S1	T1	Q2	May	1st Thu	Thu	1519-S1	1519-T1	1519-Q2	1519-05 (May)	1519-121	1519-First Semester	1519-Second Trimester	1519-Second Quarter	1519-05 (May)	1519-W18	1519-W-4	Weekday
15190601	15010101	15190101	15190101	15190501	15190401	15190601	15190526	1519-06-01	1501-01-01	1519-01-01	1519-01-01	1519-05-01	1519-04-01	1519-06-01	1519-05-26	15190601	16	1519	1	2	2	6	22	152	1	1	7	-14219193600	1519-06-01	June 1st, 1519	01 JUN 1519	Sixteenth	1519-01-01	First	Second	Second	June	152	1st	First Sunday	Sunday	S1	T1	Q2	Jun	1st Sun	Sun	1519-S1	1519-T1	1519-Q2	1519-06 (Jun)	1519-152	1519-First Semester	1519-Second Trimester	1519-Second Quarter	1519-06 (June)	1519-W22	1519-W-7	Weekend
15190701	15010101	15190101	15190701	15190501	15190601	15190701	15190630	1519-07-01	1501-01-01	1519-01-01	1519-07-01	1519-05-01	1519-06-01	1519-07-01	1519-06-30	15190701	16	1519	2	2	3	7	27	182	1	1	2	-14216601600	1519-07-01	July 1st, 1519	01 JUL 1519	Sixteenth	1519-01-01	Second	Second	Third	July	182	1st	First Tuesday	Tuesday	S2	T2	Q3	Jul	1st Tue	Tue	1519-S2	1519-T2	1519-Q3	1519-07 (Jul)	1519-182	1519-Second Semester	1519-Second Trimester	1519-Third Quarter	1519-07 (July)	1519-W27	1519-W-2	Weekday
15190801	15010101	15190101	15190701	15190501	15190601	15190801	15190728	1519-08-01	1501-01-01	1519-01-01	1519-07-01	1519-05-01	1519-06-01	1519-08-01	1519-07-28	15190801	16	1519	2	2	3	8	31	213	1	1	5	-14213923200	1519-08-01	August 1st, 1519	01 AUG 1519	Sixteenth	1519-01-01	Second	Second	Third	August	213	1st	First Friday	Friday	S2	T2	Q3	Aug	1st Fri	Fri	1519-S2	1519-T2	1519-Q3	1519-08 (Aug)	1519-213	1519-Second Semester	1519-Second Trimester	1519-Third Quarter	1519-08 (August)	1519-W31	1519-W-5	Weekday
15190901	15010101	15190101	15190701	15190901	15190601	15190901	15190901	1519-09-01	1501-01-01	1519-01-01	1519-07-01	1519-09-01	1519-06-01	1519-09-01	1519-09-01	15190901	16	1519	2	3	3	9	36	244	1	1	1	-14211244800	1519-09-01	September 1st, 1519	01 SEP 1519	Sixteenth	1519-01-01	Second	Third	Third	September	244	1st	First Monday	Monday	S2	T2	Q3	Sep	1st Mon	Mon	1519-S2	1519-T2	1519-Q3	1519-09 (Sep)	1519-244	1519-Second Semester	1519-Third Trimester	1519-Third Quarter	1519-09 (September)	1519-W36	1519-W-1	Weekday
15191001	15010101	15190101	15190701	15190901	15191001	15191001	15190929	1519-10-01	1501-01-01	1519-01-01	1519-07-01	1519-09-01	1519-10-01	1519-10-01	1519-09-29	15191001	16	1519	2	3	4	10	40	274	1	1	3	-14208652800	1519-10-01	October 1st, 1519	01 OCT 1519	Sixteenth	1519-01-01	Second	Third	Forth	October	274	1st	First Wednesday	Wednesday	S2	T2	Q4	Oct	1st Wed	Wed	1519-S2	1519-T2	1519-Q4	1519-10 (Oct)	1519-274	1519-Second Semester	1519-Third Trimester	1519-Forth Quarter	1519-10 (October)	1519-W40	1519-W-3	Weekday
