DateKey	CenturyKey	YearKey	SemesterKey	TrimesterKey	QuarterKey	MonthKey	ISOWeekKey	Date	Century	Year	Semester	Trimester	Quarter	Month	ISOWeek	DateNumber	CenturyNumber	YearNumber	SemesterNumber	TrimesterNumber	QuarterNumber	MonthNumber	ISOWeekNumber	DayOfYearNumber	DayOfMonthNumber	DayOfWeekMonthOccurrenceNumber	DayOfWeekNumber	UnixTimestamp	DateShortName	DateLongName	DateMilitary	CenturyName	YearName	SemesterName	TrimesterName	QuarterName	MonthName	DayOfYearName	DayOfMonthName	DayOfWeekMonthOccurrenceName	DayOfWeekName	SemesterAbbreviated	TrimesterAbbreviated	QuarterAbbreviated	MonthAbbreviation	DayOfWeekMonthOccurrenceAbbreviated	DayOfWeekAbbreviated	YearSemesterAbbreviated	YearTrimesterAbbreviated	YearQuarterAbbreviated	YearMonthAbbreviation	YearDayOfYearAbbreviated	YearSemesterName	YearTrimesterName	YearQuarterName	YearMonthName	ISOWeekName	ISOWeekDay	WeekSegmentName
15460101	15010101	15460101	15460101	15460101	15460101	15460101	15451231	1546-01-01	1501-01-01	1546-01-01	1546-01-01	1546-01-01	1546-01-01	1546-01-01	1545-12-31	15460101	16	1546	1	1	1	1	1	1	1	1	2	-13380163200	1546-01-01	January 1st, 1546	01 JAN 1546	Sixteenth	1546-01-01	First	First	First	January	001	1st	First Tuesday	Tuesday	S1	T1	Q1	Jan	1st Tue	Tue	1546-S1	1546-T1	1546-Q1	1546-01 (Jan)	1546-001	1546-First Semester	1546-First Trimester	1546-First Quarter	1546-01 (January)	1545-W01	1545-W-2	Weekday
15460201	15010101	15460101	15460101	15460101	15460101	15460201	15460128	1546-02-01	1501-01-01	1546-01-01	1546-01-01	1546-01-01	1546-01-01	1546-02-01	1546-01-28	15460201	16	1546	1	1	1	2	5	32	1	1	5	-13377484800	1546-02-01	February 1st, 1546	01 FEB 1546	Sixteenth	1546-01-01	First	First	First	February	032	1st	First Friday	Friday	S1	T1	Q1	Feb	1st Fri	Fri	1546-S1	1546-T1	1546-Q1	1546-02 (Feb)	1546-032	1546-First Semester	1546-First Trimester	1546-First Quarter	1546-02 (February)	1546-W05	1546-W-5	Weekday
15460301	15010101	15460101	15460101	15460101	15460101	15460301	15460225	1546-03-01	1501-01-01	1546-01-01	1546-01-01	1546-01-01	1546-01-01	1546-03-01	1546-02-25	15460301	16	1546	1	1	1	3	9	60	1	1	5	-13375065600	1546-03-01	March 1st, 1546	01 MAR 1546	Sixteenth	1546-01-01	First	First	First	March	060	1st	First Friday	Friday	S1	T1	Q1	Mar	1st Fri	Fri	1546-S1	1546-T1	1546-Q1	1546-03 (Mar)	1546-060	1546-First Semester	1546-First Trimester	1546-First Quarter	1546-03 (March)	1546-W09	1546-W-5	Weekday
15460401	15010101	15460101	15460101	15460101	15460401	15460401	15460401	1546-04-01	1501-01-01	1546-01-01	1546-01-01	1546-01-01	1546-04-01	1546-04-01	1546-04-01	15460401	16	1546	1	1	2	4	14	91	1	1	1	-13372387200	1546-04-01	April 1st, 1546	01 APR 1546	Sixteenth	1546-01-01	First	First	Second	April	091	1st	First Monday	Monday	S1	T1	Q2	Apr	1st Mon	Mon	1546-S1	1546-T1	1546-Q2	1546-04 (Apr)	1546-091	1546-First Semester	1546-First Trimester	1546-Second Quarter	1546-04 (April)	1546-W14	1546-W-1	Weekday
15460501	15010101	15460101	15460101	15460501	15460401	15460501	15460429	1546-05-01	1501-01-01	1546-01-01	1546-01-01	1546-05-01	1546-04-01	1546-05-01	1546-04-29	15460501	16	1546	1	2	2	5	18	121	1	1	3	-13369795200	1546-05-01	May 1st, 1546	01 MAY 1546	Sixteenth	1546-01-01	First	Second	Second	May	121	1st	First Wednesday	Wednesday	S1	T1	Q2	May	1st Wed	Wed	1546-S1	1546-T1	1546-Q2	1546-05 (May)	1546-121	1546-First Semester	1546-Second Trimester	1546-Second Quarter	1546-05 (May)	1546-W18	1546-W-3	Weekday
15460601	15010101	15460101	15460101	15460501	15460401	15460601	15460527	1546-06-01	1501-01-01	1546-01-01	1546-01-01	1546-05-01	1546-04-01	1546-06-01	1546-05-27	15460601	16	1546	1	2	2	6	22	152	1	1	6	-13367116800	1546-06-01	June 1st, 1546	01 JUN 1546	Sixteenth	1546-01-01	First	Second	Second	June	152	1st	First Saturday	Saturday	S1	T1	Q2	Jun	1st Sat	Sat	1546-S1	1546-T1	1546-Q2	1546-06 (Jun)	1546-152	1546-First Semester	1546-Second Trimester	1546-Second Quarter	1546-06 (June)	1546-W22	1546-W-6	Weekend
15460701	15010101	15460101	15460701	15460501	15460601	15460701	15460701	1546-07-01	1501-01-01	1546-01-01	1546-07-01	1546-05-01	1546-06-01	1546-07-01	1546-07-01	15460701	16	1546	2	2	3	7	27	182	1	1	1	-13364524800	1546-07-01	July 1st, 1546	01 JUL 1546	Sixteenth	1546-01-01	Second	Second	Third	July	182	1st	First Monday	Monday	S2	T2	Q3	Jul	1st Mon	Mon	1546-S2	1546-T2	1546-Q3	1546-07 (Jul)	1546-182	1546-Second Semester	1546-Second Trimester	1546-Third Quarter	1546-07 (July)	1546-W27	1546-W-1	Weekday
15460801	15010101	15460101	15460701	15460501	15460601	15460801	15460729	1546-08-01	1501-01-01	1546-01-01	1546-07-01	1546-05-01	1546-06-01	1546-08-01	1546-07-29	15460801	16	1546	2	2	3	8	31	213	1	1	4	-13361846400	1546-08-01	August 1st, 1546	01 AUG 1546	Sixteenth	1546-01-01	Second	Second	Third	August	213	1st	First Thursday	Thursday	S2	T2	Q3	Aug	1st Thu	Thu	1546-S2	1546-T2	1546-Q3	1546-08 (Aug)	1546-213	1546-Second Semester	1546-Second Trimester	1546-Third Quarter	1546-08 (August)	1546-W31	1546-W-4	Weekday
15460901	15010101	15460101	15460701	15460901	15460601	15460901	15460826	1546-09-01	1501-01-01	1546-01-01	1546-07-01	1546-09-01	1546-06-01	1546-09-01	1546-08-26	15460901	16	1546	2	3	3	9	35	244	1	1	7	-13359168000	1546-09-01	September 1st, 1546	01 SEP 1546	Sixteenth	1546-01-01	Second	Third	Third	September	244	1st	First Sunday	Sunday	S2	T2	Q3	Sep	1st Sun	Sun	1546-S2	1546-T2	1546-Q3	1546-09 (Sep)	1546-244	1546-Second Semester	1546-Third Trimester	1546-Third Quarter	1546-09 (September)	1546-W35	1546-W-7	Weekend
15461001	15010101	15460101	15460701	15460901	15461001	15461001	15460930	1546-10-01	1501-01-01	1546-01-01	1546-07-01	1546-09-01	1546-10-01	1546-10-01	1546-09-30	15461001	16	1546	2	3	4	10	40	274	1	1	2	-13356576000	1546-10-01	October 1st, 1546	01 OCT 1546	Sixteenth	1546-01-01	Second	Third	Forth	October	274	1st	First Tuesday	Tuesday	S2	T2	Q4	Oct	1st Tue	Tue	1546-S2	1546-T2	1546-Q4	1546-10 (Oct)	1546-274	1546-Second Semester	1546-Third Trimester	1546-Forth Quarter	1546-10 (October)	1546-W40	1546-W-2	Weekday
